	date	time	speaker	text
862	August 17th	11:45:38 AM	AshleyReyes1	there just came notifications, but I was in private only with you
863	August 17th	11:45:53 AM	mahoonie    	But they could spy
864	August 17th	11:46:21 AM	AshleyReyes1	no
865	August 17th	11:46:47 AM	AshleyReyes1	I don't like it if only this site can be spied on, but I'm not sure
866	August 17th	11:48:15 AM	mahoonie    	I don't mind. I just wish I knew what it was if yes
867	August 17th	11:48:38 AM	mahoonie    	Actually I mind a little bit, because I want you to myself, but still
868	August 17th	11:49:10 AM	AshleyReyes1	I'm also against it, so I'm switching off on a live site
869	August 17th	11:49:27 AM	AshleyReyes1	on another site
870	August 17th	11:50:14 AM	AshleyReyes1	I'm glad you want to be alone with me
871	August 17th	11:50:45 AM	AshleyReyes1	you look great in a suit, like you're on the cover of a magazine or a perfume ad hahah
872	August 17th	11:51:04 AM	mahoonie    	Thank you
873	August 17th	11:51:13 AM	AshleyReyes1	and thank you
874	August 17th	11:51:41 AM	mahoonie    	Now you need to show me how you look in a dress
875	August 17th	11:52:00 AM	AshleyReyes1	not today
876	August 17th	11:52:09 AM	mahoonie    	I have time
877	August 17th	11:52:41 AM	AshleyReyes1	I don't have a dress with me, just this skirt
878	August 17th	11:53:23 AM	mahoonie    	Enough time with me on this website, and you could buy one :)
879	August 17th	11:54:43 AM	AshleyReyes1	hahahah oh yes
880	August 17th	11:54:58 AM	AshleyReyes1	I'll bring a dress for you
881	August 17th	11:56:56 AM	mahoonie    	Though I don't think there something more beautiful than seeing you naked :)
882	August 17th	11:58:05 AM	AshleyReyes1	oh Jordan...
883	August 17th	12:02:04 PM	mahoonie    	Sorry if I pushed you, but it's hard to control myself with you
884	August 17th	12:09:31 PM	AshleyReyes1	what do you mean, pushed?
885	August 17th	12:09:50 PM	AshleyReyes1	it all started with your costume... :)
886	August 17th	12:10:07 PM	mahoonie    	Like, forced you, to see you naked
887	August 17th	12:10:35 PM	AshleyReyes1	I'm glad if you like my body, I'm just shy
888	August 17th	12:10:58 PM	mahoonie    	You have no reason to be shy
889	August 17th	12:11:08 PM	mahoonie    	You have a beautiful body
890	August 17th	12:11:43 PM	AshleyReyes1	thank you again...
891	August 17th	12:13:16 PM	mahoonie    	Found you
892	August 17th	12:15:41 PM	AshleyReyes1	can I see your height?
893	August 17th	12:16:00 PM	mahoonie    	6'00
894	August 17th	12:16:06 PM	mahoonie    	183 cm
895	August 17th	12:16:09 PM	mahoonie    	You?
896	August 17th	12:16:11 PM	AshleyReyes1	oh...
897	August 17th	12:16:13 PM	AshleyReyes1	170
898	August 17th	12:16:24 PM	mahoonie    	Perfect
899	August 17th	12:16:59 PM	AshleyReyes1	I'm beginning to realize that I can't forget your beautiful face and body
900	August 17th	12:17:07 PM	AshleyReyes1	especially your face
901	August 17th	12:17:12 PM	mahoonie    	That's good
902	August 17th	12:17:32 PM	AshleyReyes1	I'm sorry to say so much about this, but there aren't many really beautiful men, especially here hahah
903	August 17th	12:17:57 PM	mahoonie    	I love hearing that
904	August 17th	12:18:55 PM	AshleyReyes1	then good
905	August 17th	12:19:07 PM	mahoonie    	I think you are the most beautiful one here
906	August 17th	12:19:52 PM	mahoonie    	And actually one of the most beautiful women I've seen
907	August 17th	12:20:47 PM	AshleyReyes1	oh god thanks i hope it's true
908	August 17th	12:20:55 PM	AshleyReyes1	:3
909	August 17th	12:21:06 PM	mahoonie    	It is
910	August 17th	12:21:12 PM	mahoonie    	I hope what you say is true
911	August 17th	12:21:54 PM	AshleyReyes1	I have nothing to lie to you for, I really blush at the sight of you
912	August 17th	12:22:46 PM	mahoonie    	<3
913	August 17th	12:23:16 PM	mahoonie    	I get heartbeats before c2c
914	August 17th	12:24:11 PM	AshleyReyes1	aaww
915	August 17th	12:24:25 PM	mahoonie    	I also don't have a reason to lie
916	August 17th	12:25:32 PM	AshleyReyes1	then everything is just fine
917	August 17th	12:27:27 PM	mahoonie    	Could be better :)
918	August 17th	12:27:46 PM	AshleyReyes1	how :)
919	August 17th	12:28:19 PM	mahoonie    	Real life is better ;)
920	August 17th	12:28:27 PM	AshleyReyes1	ah yes
921	August 17th	12:31:40 PM	mahoonie    	Ashley Raphs...
922	August 17th	12:32:50 PM	AshleyReyes1	one day I'll come to the States and we'll meet by chance
923	August 17th	12:33:09 PM	AshleyReyes1	it will be like in an ad, slow-motion and we turn on each other
924	August 17th	12:33:15 PM	mahoonie    	By chance you should come to San Francisco
925	August 17th	12:33:21 PM	AshleyReyes1	and this will be your ad for ... perfume hahahhah
926	August 17th	12:33:32 PM	AshleyReyes1	thank you ;) hahah
927	August 17th	12:33:56 PM	AshleyReyes1	is this a beautiful huge bridge? from movies? hahhaah
928	August 17th	12:34:01 PM	mahoonie    	Yes
929	August 17th	12:34:15 PM	mahoonie    	That's where will meet by chance
930	August 17th	12:35:09 PM	mahoonie    	But not for perfume... I don't like perfume, I like natural
931	August 17th	12:36:21 PM	AshleyReyes1	it's just that perfume ads always have the same hot men
932	August 17th	12:36:56 PM	mahoonie    	You can definitely be on a perfume ad too
933	August 17th	12:37:50 PM	AshleyReyes1	thank you, but I don't agree
934	August 17th	12:38:12 PM	AshleyReyes1	if only some cute Japanese perfume for teenagers hahaah
935	August 17th	12:38:35 PM	mahoonie    	Why do you say that? You are so beautiful
936	August 17th	12:40:48 PM	AshleyReyes1	thank you, I think that beautiful for a certain audience, not as beautiful as you, and I'm not exaggerating now
937	August 17th	12:43:05 PM	mahoonie    	I'm not exaggerating when I say you are one of the most beautiful women I ever saw
938	August 17th	12:45:14 PM	AshleyReyes1	I am very pleased to hear this
939	August 17th	12:45:49 PM	mahoonie    	I can watch you all day
940	August 17th	12:46:44 PM	AshleyReyes1	I would also like to look at you always
941	August 17th	12:48:37 PM	mahoonie    	I hope you could
942	August 17th	12:51:22 PM	AshleyReyes1	I have to leave in 5 minutes, I'll be there tomorrow at the same time
943	August 17th	12:51:44 PM	AshleyReyes1	I was very happy to see you today and thank you for the pleasure you brought
944	August 17th	12:51:44 PM	mahoonie    	Ok, I'll miss you a little bit
945	August 17th	12:52:05 PM	mahoonie    	:*
946	August 18th	12:52:11 PM	AshleyReyes1	:*August 18th
947	August 18th	9:49:06 AM	mahoonie    	Hello beautiful
948	August 18th	9:49:44 AM	AshleyReyes1	hi
949	August 18th	9:52:50 AM	mahoonie    	I found you on cb
950	August 18th	9:54:05 AM	AshleyReyes1	good
951	August 18th	9:54:08 AM	AshleyReyes1	;)
952	August 18th	9:54:48 AM	mahoonie    	So I know you weren't there now
953	August 18th	9:55:01 AM	AshleyReyes1	and here
954	August 18th	9:55:04 AM	mahoonie    	Where did you go for so long mysterious woman
955	August 18th	9:55:36 AM	AshleyReyes1	I had a break
956	August 18th	9:56:22 AM	mahoonie    	Oh, ok, how was your break?
957	August 18th	9:56:54 AM	AshleyReyes1	good
958	August 18th	9:57:00 AM	AshleyReyes1	how is your day?
959	August 18th	9:57:18 AM	mahoonie    	I woke up like 2 hours ago
960	August 18th	9:57:22 AM	mahoonie    	So far so good
961	August 18th	9:57:25 AM	mahoonie    	Now better
962	August 18th	9:57:49 AM	AshleyReyes1	good
963	August 18th	9:57:52 AM	AshleyReyes1	I'm glad
964	August 18th	9:58:31 AM	mahoonie    	I gotta say I get jealous when you do c2c :\
965	August 18th	9:58:40 AM	AshleyReyes1	oh
966	August 18th	9:59:00 AM	AshleyReyes1	I like it, but we both understand ...
967	August 18th	9:59:37 AM	mahoonie    	Understand what?
968	August 18th	10:00:02 AM	AshleyReyes1	what this site means it all
969	August 18th	10:03:43 AM	mahoonie    	I think what we have is special
970	August 18th	10:03:51 AM	mahoonie    	But maybe I'm wrong
971	August 18th	10:04:06 AM	AshleyReyes1	I thinkk so
972	August 18th	10:15:54 AM	mahoonie    	That what we have is special or that I'm wrong?
973	August 18th	10:16:24 AM	AshleyReyes1	That we have is special
974	August 18th	10:18:35 AM	mahoonie    	Good :)
975	August 18th	10:18:47 AM	mahoonie    	How's your day?
976	August 18th	10:19:55 AM	AshleyReyes1	very good, everything is going great
977	August 18th	10:20:05 AM	AshleyReyes1	I'm glad to see you in my room ;)
978	August 18th	10:21:25 AM	mahoonie    	So it says on cb that your do doggy style without underwear for 46 tk
979	August 18th	10:22:13 AM	AshleyReyes1	no
980	August 18th	10:22:31 AM	AshleyReyes1	I just had to write there, I already corrected it today
981	August 18th	10:23:40 AM	AshleyReyes1	today I just had to do it, but I didn’t do it
982	August 18th	10:23:55 AM	AshleyReyes1	I have some things written here that I don’t do
983	August 18th	10:24:11 AM	mahoonie    	Why did you have to do it?
984	August 18th	10:24:22 AM	AshleyReyes1	what?
985	August 18th	10:25:26 AM	mahoonie    	You said you had to do it today
986	August 18th	10:25:39 AM	AshleyReyes1	but i didn't
987	August 18th	10:26:01 AM	mahoonie    	Why did you have to?
988	August 18th	10:27:07 AM	AshleyReyes1	so I didn't, why are you asking that?
989	August 18th	10:27:19 AM	mahoonie    	Would you do that for me?
990	August 18th	10:28:58 AM	AshleyReyes1	completely naked and doggy?
991	August 18th	10:29:13 AM	mahoonie    	for example
992	August 18th	10:30:05 AM	AshleyReyes1	no, this is something I cannot do
993	August 18th	10:31:19 AM	mahoonie    	:(
994	August 18th	10:32:15 AM	mahoonie    	What is the furthest you would go with me?
995	August 18th	10:32:43 AM	AshleyReyes1	in real life there are no restrictions, practically, but here I do what I do now
996	August 18th	10:32:50 AM	AshleyReyes1	with no exceptions
997	August 18th	10:32:53 AM	AshleyReyes1	sorry
998	August 18th	10:33:13 AM	mahoonie    	Then I guess we have to meet in real life :)
999	August 18th	10:33:41 AM	AshleyReyes1	hehehe
1000	August 18th	10:37:56 AM	mahoonie    	I would definitely pay for a ticket :)
1001	August 18th	10:38:07 AM	AshleyReyes1	hahahah
1002	August 18th	10:38:16 AM	AshleyReyes1	serious intentions
1003	August 18th	10:38:29 AM	AshleyReyes1	for sex with a girl from another country
1004	August 18th	10:38:43 AM	mahoonie    	Special girl
1005	August 18th	10:39:01 AM	AshleyReyes1	I'm glad to hear it again
1006	August 18th	10:40:38 AM	mahoonie    	Not joking though, if you give me your contact info...
1007	August 18th	10:40:57 AM	AshleyReyes1	we will discuss this a little later
1008	August 18th	10:41:30 AM	mahoonie    	What do you want to discuss now?
1009	August 18th	10:43:02 AM	AshleyReyes1	do you have a day off?
1010	August 18th	10:43:15 AM	mahoonie    	No, but I can chat and work
1011	August 18th	10:44:05 AM	AshleyReyes1	it's great
1012	August 18th	10:44:05 AM	mahoonie    	When are you working this week?
1013	August 18th	10:44:28 AM	AshleyReyes1	on Thursday at the same time
1014	August 18th	10:44:52 AM	mahoonie    	Just Thursday?
1015	August 18th	10:45:34 AM	AshleyReyes1	and friday the other half of the day
1016	August 18th	10:45:43 AM	mahoonie    	Ok
1017	August 18th	10:45:50 AM	mahoonie    	So you have a lot of time off
1018	August 18th	10:46:13 AM	mahoonie    	What do you do with all that time off?
1019	August 18th	10:46:36 AM	AshleyReyes1	oh I just don't have free time
1020	August 18th	10:46:37 AM	AshleyReyes1	hehe
1021	August 18th	10:46:47 AM	mahoonie    	So you do nothing?
1022	August 18th	10:46:59 AM	mahoonie    	It's very hard to do nothing :)
1023	August 18th	10:47:28 AM	AshleyReyes1	as I said I work as a make-up artist, I am a volunteer, I start getting tattoos (for which I don't have enough time) and I need to go to the gym
1024	August 18th	10:47:46 AM	AshleyReyes1	"that's why I exclude this ""work"" from my life"
1025	August 18th	10:48:50 AM	mahoonie    	Right, but everything you said sounds like work
1026	August 18th	10:48:58 AM	mahoonie    	What do you do for fun?
1027	August 18th	10:49:29 AM	AshleyReyes1	I hardly have time for this, probably these sites are my entertainment and meeting with friends
1028	August 18th	10:49:52 AM	mahoonie    	I'm happy to hear that I'm your fun :)
1029	August 18th	10:50:15 AM	AshleyReyes1	I think you understood me correctly
1030	August 18th	10:50:20 AM	AshleyReyes1	and you?
1031	August 18th	10:50:21 AM	mahoonie    	Always happy to help
1032	August 18th	10:50:37 AM	mahoonie    	I like to think
1033	August 18th	10:50:45 AM	mahoonie    	And friends
1034	August 18th	10:50:55 AM	AshleyReyes1	think? about?
1035	August 18th	10:51:05 AM	mahoonie    	Random stuff
1036	August 18th	10:51:14 AM	mahoonie    	Like I like to understand stuff
1037	August 18th	10:51:15 AM	AshleyReyes1	good
1038	August 18th	10:51:33 AM	mahoonie    	I'm a nerd 8-)
1039	August 18th	10:51:44 AM	AshleyReyes1	me too
1040	August 18th	10:51:47 AM	AshleyReyes1	hahahah
1041	August 18th	10:52:15 AM	AshleyReyes1	I was an excellent student at school
1042	August 18th	10:52:20 AM	mahoonie    	Really?
1043	August 18th	10:52:24 AM	AshleyReyes1	yes
1044	August 18th	10:52:31 AM	mahoonie    	I mean you look smart
1045	August 18th	10:52:42 AM	mahoonie    	But you are way too beautiful to be a nerd
1046	August 18th	10:53:17 AM	AshleyReyes1	thanks but it's true
1047	August 18th	10:53:19 AM	mahoonie    	What's your favorite subject?
1048	August 18th	10:53:50 AM	AshleyReyes1	I like history and geography
1049	August 18th	10:53:55 AM	AshleyReyes1	and your?
1050	August 18th	10:54:10 AM	mahoonie    	Physics
1051	August 18th	10:54:20 AM	mahoonie    	I hated history in high school
1052	August 18th	10:54:20 AM	AshleyReyes1	omg...
1053	August 18th	10:54:25 AM	mahoonie    	But now I love it
1054	August 18th	10:54:37 AM	AshleyReyes1	I have the same with physics
1055	August 18th	10:54:47 AM	AshleyReyes1	when is YouTube
1056	August 18th	10:54:56 AM	AshleyReyes1	interesting stories hahah
1057	August 18th	10:55:24 AM	AshleyReyes1	if i get up you will see my panties
1058	August 18th	10:55:30 AM	AshleyReyes1	oooh
1059	August 18th	10:55:33 AM	AshleyReyes1	t you
1060	August 18th	10:55:54 AM	AshleyReyes1	I was thinking, sorry
1061	August 18th	10:55:56 AM	AshleyReyes1	ot to you
1062	August 18th	10:56:02 AM	AshleyReyes1	not*
1063	August 18th	10:56:08 AM	AshleyReyes1	NOT TO YOU hahahah
1064	August 18th	10:57:18 AM	mahoonie    	You just can't stop talking to me :)
1065	August 18th	10:57:25 AM	mahoonie    	Poor girl :)
1066	August 18th	10:58:09 AM	AshleyReyes1	yes hahah
1067	August 18th	10:58:23 AM	mahoonie    	YouTube is amazing
1068	August 18th	10:58:29 AM	AshleyReyes1	yes
1069	August 18th	10:58:33 AM	mahoonie    	I have this idea
1070	August 18th	10:58:50 AM	mahoonie    	You know how all the information is on Wikipedia?
1071	August 18th	10:59:01 AM	AshleyReyes1	yes
1072	August 18th	10:59:18 AM	mahoonie    	But it's more fun to watch youtube
1073	August 18th	10:59:22 AM	mahoonie    	Right?
1074	August 18th	10:59:30 AM	AshleyReyes1	yess
1075	August 18th	10:59:49 AM	mahoonie    	What if you could turn a Wikipedia page to a YouTube video with a click
1076	August 18th	11:00:35 AM	AshleyReyes1	aaand?
1077	August 18th	11:00:46 AM	mahoonie    	That's it
1078	August 18th	11:00:56 AM	AshleyReyes1	hahahhahaha
1079	August 18th	11:01:05 AM	mahoonie    	Instead of reading a boring Wikipedia page you get to see a cool video
1080	August 18th	11:01:22 AM	AshleyReyes1	this is an interesting idea, but the principle is the same on YouTube
1081	August 18th	11:01:49 AM	mahoonie    	I trust the information on Wikipedia more
1082	August 18th	11:01:49 AM	AshleyReyes1	just click on YouTube instead of Wikipedia :D
1083	August 18th	11:02:52 AM	mahoonie    	Don't you ever have to read a Wikipedia page?
1084	August 18th	11:02:59 AM	mahoonie    	Or any other article?
1085	August 18th	11:03:10 AM	mahoonie    	You always look at YouTube ?
1086	August 18th	11:03:11 AM	AshleyReyes1	you can't believe Wikipedia, I think it can be edited by ordinary people
1087	August 18th	11:03:34 AM	AshleyReyes1	of course I use Wikipedia
1088	August 18th	11:03:46 AM	mahoonie    	So you need my idea :)
1089	August 18th	11:04:04 AM	mahoonie    	Wikipedia has less errors than any other encyclopedia
1090	August 18th	11:04:24 AM	mahoonie    	Most people add information not corrupt it
1091	August 18th	11:04:49 AM	AshleyReyes1	I still don't agree with you B)
1092	August 18th	11:05:16 AM	mahoonie    	Why?
1093	August 18th	11:08:36 AM	AshleyReyes1	I've already said that people have access to this and that it's best to check information from multiple sources, not just blindly trust Wikipedia
1094	August 18th	11:09:35 AM	mahoonie    	I agree, don't blindly trust anything
1095	August 18th	11:09:56 AM	mahoonie    	You are a nerd :)
1096	August 18th	11:10:33 AM	AshleyReyes1	hahahah and you
1097	August 18th	11:11:14 AM	mahoonie    	But the general idea is that every time you need to read something boring, you instead transform it to a cool video
1098	August 18th	11:11:30 AM	AshleyReyes1	yes
1099	August 18th	11:11:45 AM	AshleyReyes1	when you just go to YouTube ;) hahah
1100	August 18th	11:12:23 AM	mahoonie    	Not everything is on YouTube
1101	August 18th	11:14:25 AM	AshleyReyes1	if you're talking about hot Wikipedia articles hahaha
1102	August 18th	11:14:58 AM	mahoonie    	it could be anything
1103	August 18th	11:15:10 AM	mahoonie    	Wikipedia, news article, science paper
1104	August 18th	11:15:14 AM	mahoonie    	Even a book
1105	August 18th	11:15:54 AM	AshleyReyes1	yes
1106	August 18th	11:17:45 AM	mahoonie    	Yes! so you like it?
1107	August 18th	11:18:43 AM	AshleyReyes1	I believe that the 21st century, or rather 2020, is easier and more interesting to watch educational videos than to read on the site, even in Wikipedia ;)
1108	August 18th	11:18:57 AM	mahoonie    	Good
1109	August 18th	11:19:18 AM	mahoonie    	You'll be one of the first users once I'm done building it
1110	August 18th	11:19:35 AM	AshleyReyes1	are you a programmer? hehehe
1111	August 18th	11:19:41 AM	mahoonie    	Yes
1112	August 18th	11:19:49 AM	AshleyReyes1	woow
1113	August 18th	11:19:58 AM	mahoonie    	8-)
1114	August 18th	11:20:09 AM	AshleyReyes1	what language do you code in?
1115	August 18th	11:20:18 AM	mahoonie    	My main one is python
1116	August 18th	11:20:25 AM	mahoonie    	Which ones do you know?
1117	August 18th	11:20:56 AM	AshleyReyes1	I thought it was a Python
1118	August 18th	11:20:57 AM	AshleyReyes1	B)
1119	August 18th	11:21:20 AM	AshleyReyes1	Java, Pascal hahah
1120	August 18th	11:21:25 AM	AshleyReyes1	php
1121	August 18th	11:21:27 AM	AshleyReyes1	hehehe
1122	August 18th	11:21:30 AM	mahoonie    	Pascal?
1123	August 18th	11:21:34 AM	mahoonie    	That's so old
1124	August 18th	11:21:38 AM	AshleyReyes1	knew a lot
1125	August 18th	11:21:39 AM	mahoonie    	Are you sure you
1126	August 18th	11:21:39 AM	AshleyReyes1	yes
1127	August 18th	11:21:42 AM	mahoonie    	Are 19
1128	August 18th	11:21:47 AM	AshleyReyes1	yes
1129	August 18th	11:22:12 AM	AshleyReyes1	you can know everything, even what happened a few centuries ago, it does not mean that I should have lived at that time
1130	August 18th	11:22:29 AM	mahoonie    	But no one programs in pascal any more
1131	August 18th	11:22:46 AM	AshleyReyes1	yes
1132	August 18th	11:22:49 AM	AshleyReyes1	know it
1133	August 18th	11:23:01 AM	AshleyReyes1	you asked how many languages I know, I answered
1134	August 18th	11:23:53 AM	mahoonie    	If you come here to Silicon Valley you cam make tons of money if you know how to program
1135	August 18th	11:23:57 AM	mahoonie    	Just saying
1136	August 18th	11:24:12 AM	AshleyReyes1	I know...
1137	August 18th	11:24:46 AM	mahoonie    	What's stopping you?
1138	August 18th	11:26:42 AM	AshleyReyes1	I don't know how to code hahah
1139	August 18th	11:27:04 AM	AshleyReyes1	my best friend's fiance is a programmer and he wants to take her to the States
1140	August 18th	11:27:06 AM	mahoonie    	Oh you just know the names of the languages :D
1141	August 18th	11:27:35 AM	AshleyReyes1	yeees :D
1142	August 18th	11:27:49 AM	AshleyReyes1	you asked me what I know, and I only know the names :D
1143	August 18th	11:27:54 AM	mahoonie    	I was so impressed that you know Pascal
1144	August 18th	11:28:59 AM	mahoonie    	You can just get a 4 month course and be a programmer
1145	August 18th	11:29:42 AM	mahoonie    	You should join your best friend
1146	August 18th	11:33:48 AM	AshleyReyes1	hahaha yes
1147	August 18th	11:34:08 AM	AshleyReyes1	I think about it, but the country is big, not the fact that we will be close ;)
1148	August 18th	11:34:43 AM	mahoonie    	Most of the programming jobs are here
1149	August 18th	11:36:34 AM	AshleyReyes1	I know
1150	August 18th	11:36:45 AM	AshleyReyes1	we studied this area together
1151	August 18th	11:38:03 AM	mahoonie    	So we will be close, if you like it or not
1152	August 18th	11:41:23 AM	AshleyReyes1	hahahahahha yesss
1153	August 18th	11:41:34 AM	AshleyReyes1	of course I like it ;)
1154	August 18th	11:42:03 AM	mahoonie    	Maybe you'll even see me on the bridge with a suit
1155	August 18th	11:43:13 AM	AshleyReyes1	it would be an amazing picture hehehe
1156	August 18th	11:44:01 AM	mahoonie    	;*
1157	August 18th	11:44:11 AM	AshleyReyes1	:*
1158	August 18th	11:45:06 AM	mahoonie    	I would love to play with you today, but I don't think it's healthy if I do every day, also I don't want you to get bored of me :)
1159	August 18th	11:45:45 AM	AshleyReyes1	it's okay, I'm leaving soon, next time ;)
1160	August 18th	11:46:48 AM	mahoonie    	Going to sleep?
1161	August 18th	11:47:02 AM	AshleyReyes1	no
1162	August 18th	11:47:11 AM	AshleyReyes1	any other business
1163	August 18th	11:47:24 AM	mahoonie    	Why are you so mysterious?
1164	August 18th	11:48:02 AM	AshleyReyes1	do you need more details?
1165	August 18th	11:48:11 AM	mahoonie    	I'd love more detail
1166	August 18th	11:50:21 AM	AshleyReyes1	I need to meet a friend
1167	August 18th	11:50:55 AM	mahoonie    	Boy or girl?
1168	August 18th	11:51:13 AM	AshleyReyes1	boy
1169	August 18th	11:51:18 AM	mahoonie    	Oh no...
1170	August 18th	11:51:27 AM	AshleyReyes1	just a friend
1171	August 18th	11:52:02 AM	mahoonie    	That's what they say
1172	August 18th	11:52:43 AM	AshleyReyes1	what?
1173	August 18th	11:52:53 AM	mahoonie    	They always want to be more
1174	August 18th	11:53:05 AM	mahoonie    	Men...
1175	August 18th	11:53:12 AM	AshleyReyes1	yes
1176	August 18th	11:53:53 AM	mahoonie    	Do you want to be more with him?
1177	August 18th	11:54:54 AM	AshleyReyes1	more than with you?
1178	August 18th	11:55:23 AM	mahoonie    	More than just friends
1179	August 18th	11:55:34 AM	mahoonie    	But you can also answer what you asked
1180	August 18th	11:56:03 AM	AshleyReyes1	hehehe
1181	August 18th	11:56:17 AM	AshleyReyes1	I like this guy, but he's just a friend ;)
1182	August 18th	11:56:41 AM	mahoonie    	More than me?
1183	August 18th	11:57:53 AM	AshleyReyes1	you compare unreal things
1184	August 18th	11:57:56 AM	AshleyReyes1	honey
1185	August 18th	11:58:39 AM	mahoonie    	Let's say I was real
1186	August 18th	12:08:40 PM	AshleyReyes1	what?
1187	August 18th	12:08:42 PM	AshleyReyes1	sorry
1188	August 18th	12:09:08 PM	mahoonie    	You said I'm comparing unreal things
1189	August 18th	12:09:16 PM	mahoonie    	I can be real
1190	August 18th	12:15:42 PM	mahoonie    	I am real... as far as I know :)
1191	August 18th	12:16:04 PM	mahoonie    	In any case I hope you're happy with any choice you make
1192	August 18th	12:18:27 PM	AshleyReyes1	thank you
1193	August 18th	12:36:03 PM	AshleyReyes1	I just now read what you wrote, Yes you are real, but very far away
1194	August 18th	12:36:34 PM	mahoonie    	We can fix that
1195	August 18th	12:36:51 PM	AshleyReyes1	yes..
1196	August 18th	12:41:28 PM	mahoonie    	So if the date goes well, will I still see you Thursday?
1197	August 18th	12:41:43 PM	AshleyReyes1	yes
1198	August 18th	12:43:24 PM	mahoonie    	Good
1199	August 18th	12:43:35 PM	mahoonie    	So where did you meet the guy?
1200	August 18th	12:44:49 PM	AshleyReyes1	a long time ago, in a bar
1201	August 18th	12:45:00 PM	AshleyReyes1	this was about 5 years ago
1202	August 18th	12:45:04 PM	mahoonie    	Wow
1203	August 18th	12:45:14 PM	mahoonie    	You were at a bar at 14?
1204	August 18th	12:46:02 PM	AshleyReyes1	yes...
1205	August 18th	12:46:37 PM	mahoonie    	Cool nerd
1206	August 18th	12:46:46 PM	AshleyReyes1	hahahah
1207	August 18th	12:47:05 PM	AshleyReyes1	my friends are not such nerds as me, lured to their dark side
1208	August 18th	12:47:22 PM	mahoonie    	So why are you just dating now?
1209	August 18th	12:47:45 PM	AshleyReyes1	we always meet, well, see each other, have a rest
1210	August 18th	12:47:54 PM	AshleyReyes1	we communicate very well
1211	August 18th	12:48:49 PM	mahoonie    	So on and off
1212	August 18th	12:52:30 PM	AshleyReyes1	I have to go, I'll see you on Thursday
1213	August 18th	12:52:41 PM	mahoonie    	Lucky guy
1214	August 18th	12:52:42 PM	AshleyReyes1	handsome man ;)
1215	August 18th	12:52:56 PM	mahoonie    	Tell him I say he's lucky
1216	August 18th	12:53:10 PM	AshleyReyes1	oh
1217	August 18th	12:53:16 PM	AshleyReyes1	thank you..
1218	August 18th	12:53:25 PM	mahoonie    	And I'm jealous of him
1219	August 18th	12:53:36 PM	mahoonie    	See you soon ;*
1220	August 18th	12:53:54 PM	AshleyReyes1	yes
1221	August 20th	12:55:19 PM	mahoonie    	I didn't get my kiss :(August 20th
1222	August 20th	8:21:27 AM	mahoonie    	Hello special girl
1223	August 20th	8:21:35 AM	AshleyReyes1	hi
1224	August 20th	8:21:55 AM	mahoonie    	How are you?
1225	August 20th	8:22:28 AM	AshleyReyes1	handsome man
1226	August 20th	8:22:32 AM	AshleyReyes1	good and you?
1227	August 20th	8:22:42 AM	mahoonie    	Pretty good
1228	August 20th	8:22:47 AM	mahoonie    	You moved?
1229	August 20th	8:25:03 AM	AshleyReyes1	just for today
1230	August 20th	8:25:25 AM	mahoonie    	You don't do this from home?
1231	August 20th	8:26:37 AM	AshleyReyes1	yes
1232	August 20th	8:26:54 AM	mahoonie    	So just a different room?
1233	August 20th	8:27:02 AM	mahoonie    	That's your bedroom?
1234	August 20th	8:27:03 AM	AshleyReyes1	yes
1235	August 20th	8:27:09 AM	AshleyReyes1	no
1236	August 20th	8:27:18 AM	AshleyReyes1	not really
1237	August 20th	8:27:24 AM	mahoonie    	Explain
1238	August 20th	8:27:34 AM	AshleyReyes1	I can't
1239	August 20th	8:27:45 AM	AshleyReyes1	and why do you need it?
1240	August 20th	8:27:52 AM	mahoonie    	Mysterious girl
1241	August 20th	8:28:02 AM	mahoonie    	I want to see your bedroom :)
1242	August 20th	8:29:03 AM	AshleyReyes1	I want a lot of things as well ;)
1243	August 20th	8:29:12 AM	mahoonie    	What do you want?
1244	August 20th	8:29:39 AM	AshleyReyes1	today I want the quality of my video here to be better hahah
1245	August 20th	8:29:53 AM	mahoonie    	Yeah, me too :/
1246	August 20th	8:29:57 AM	AshleyReyes1	by the way, sorry about that, I was trying to fix
1247	August 20th	8:30:08 AM	mahoonie    	You're still super beautiful
1248	August 20th	8:30:55 AM	AshleyReyes1	oh thank you
1249	August 20th	8:31:08 AM	AshleyReyes1	just a little slow? hehe
1250	August 20th	8:31:31 AM	mahoonie    	You know where the internet is great?
1251	August 20th	8:32:25 AM	AshleyReyes1	hahahah
1252	August 20th	8:32:33 AM	AshleyReyes1	in SF?
1253	August 20th	8:32:37 AM	mahoonie    	Yes!
1254	August 20th	8:33:00 AM	mahoonie    	I can watch like 100 girls at the same time
1255	August 20th	8:33:15 AM	AshleyReyes1	what?
1256	August 20th	8:33:38 AM	mahoonie    	I have enough internet to watch 100 girls at the same time
1257	August 20th	8:33:48 AM	AshleyReyes1	wow
1258	August 20th	8:34:16 AM	AshleyReyes1	but my problem is not on the Internet, but on the computer itself
1259	August 20th	8:34:22 AM	mahoonie    	I'm only watching you though
1260	August 20th	8:34:54 AM	mahoonie    	You know where the computers are great?
1261	August 20th	8:35:03 AM	AshleyReyes1	I don’t mind you watching not only me ;)
1262	August 20th	8:35:13 AM	AshleyReyes1	HAHAHHA
1263	August 20th	8:35:20 AM	AshleyReyes1	yes... I know...
