text	label	is_action	names	dates	locations
Okay, let's let Mommy sleep.	False	True	[Mommy]	[]	[]
Bobby, get down.	False	True	[Bobby]	[]	[]
Okay, first of all-- and I'm sure he hears me by now-- let me explain something to you.	False	True	[all--]	[]	[]
Yeah, you've matured, actually-- actually, in the last year or so quite good into a real proper lad, a real gentleman and a nice boy.	False	True	[actually--]	[the last year]	[]
Theresa, look at me.	False	True	[Theresa]	[]	[]
He was surely one of the greatest poets that ever lived, and if my babies can read Walt Whitman day and night and learn from him, I'll be very happy.	False	True	[Walt, Whitman]	[]	[]
That's enough, Tristam, you'll use up all the memory.	False	True	[Tristam]	[]	[]
Please stop, Tristam.	False	True	[Tristam]	[]	[]
Surely no one would argue that there are certain physical demands a wife can request of a husband, and Ann asks you that you address these issues right now.	False	True	[Ann]	[]	[]
You will have to ask Special Branch that.	False	True	[Special, Branch]	[]	[]
We just f***ing do it.	False	True	[f***ing]	[]	[]
Climate Camp run direct-action training camps and have shifted the climate-change debate in the UK.	False	True	[Climate, Camp]	[]	[UK]
But if you've seen Climate Camp on the news, you'll know they are frequently portrayed as violent hooligans.	False	True	[Climate, Camp]	[]	[]
But let's be clear - previous Climate Camps have faced police violence.	False	True	[Climate, Camps]	[]	[]
Let me hear a massive cheer for getting Climate Camp 2009 started!	False	True	[Climate, Camp]	[2009]	[]
They could just try and bail us for a long time away from Climate Camp.	False	True	[Climate, Camp]	[]	[]
I'm going to drive down and check out RBS subtly, have a cup of tea.	False	True	[RBS]	[]	[]
People in the white marquee, people blockading the outside - go to the van, get everything out.	False	True	[white, marquee]	[]	[]
If you commit that RBS would stop investing in the fossil-fuel industry and change over to serious investment in renewables, we would happily leave, if that was the commitment.	False	True	[RBS]	[]	[]
BAA propose to demolish everything around here in this beautiful village, to make way for a horrendous runway, extending Heathrow airport.	False	True	[BAA, Heathrow]	[]	[]
And before the awards start, we'd like to give our own award, and we'd like to give it to Pascal and Watson.	False	True	[Pascal, Watson]	[]	[]
So Sophie and Mary are buddies, and they will stick together.	False	True	[Sophie, Mary]	[]	[]
Preparations are being made to travel to Copenhagen, where the United Nations are holding a conference of world leaders, to hammer out a deal on tackling climate change.	False	True	[Copenhagen, United, Nations]	[]	[]
In London, Marina and co have something up their sleeve.	False	True	[Marina]	[]	[London]
Before Marina can get the kettle on, the police arrive and ask for tea.	False	True	[Marina]	[]	[]
So I went to Copenhagen to protest at what was being proposed by the governments taking part in the summit, which is carbon trading, and disrupt that conference.	False	True	[Copenhagen]	[]	[]
Sir, if we could just come in for a minute.	False	True	[Sir]	[]	[]
Get me a speed check on a Louis Blanchard, local.	False	True	[Louis, Blanchard]	[]	[]
If you're interested in hearing some more, meet me at the St. Charles Saloon in three hours.	False	True	[St., Charles, Saloon]	[]	[]
Give him a Band-Aid and a blow pop.	False	True	[Band]	[]	[]
Put a little pound in your pencil there, pal.	False	True	[pal]	[]	[]
Give me a speed check on a Ronnie, AKA Ronald Earl.	False	True	[Ronnie, AKA, Ronald, Earl]	[]	[]
Get me a speed check on a Marcus Baptiste,	False	True	[Marcus, Baptiste]	[]	[]
Come on, he hired two hit men who then murdered Hank Greely.	False	True	[Hank, Greely]	[]	[]
Okay, I'll tell you about Morel.	False	True	[Morel]	[]	[]
You know, about Jimmy, you know I'll have to deal with him at some point.	False	True	[Jimmy]	[]	[]
I'd like to talk to you about Mr Keegan.	False	True	[Mr, Keegan]	[]	[]
We'll let Mr Keegan mobilise, as he would say. But after things calm down, I need Mr Keegan terminated.	False	True	[Mr, Keegan, Mr, Keegan]	[]	[]
Sir, I'd think very hard about this idea of termination.	False	True	[Sir]	[]	[]
I wanna see Lisa.	False	True	[Lisa]	[]	[]
Come here, Jimmy.	False	True	[Jimmy]	[]	[]
You'll take a ship to raid the fishing villages on the Stony Shore	False	True	[Stony, Shore]	[]	[]
We'll take them back to Harrenhal.	False	True	[Harrenhal]	[]	[]
Look to your sins, Lord Renly.	False	True	[Lord, Renly]	[]	[]
Your son can go on calling himself King in the North, the Starks will have dominion over all lands north of Moat Cailin, provided he swears me an oath of fealty.	False	True	[King, North, Moat, Cailin]	[]	[Starks]
Baratheon and Stark will fight their common enemy together, as they have done many times before.	False	True	[Baratheon, Stark]	[]	[]
- Inside the King's tent, go!	False	True	[King]	[]	[]
When he arrives, Renly's bannermen will flock to him.	False	True	[Renly]	[]	[]
Ride back to Highgarden, sister.	False	True	[Highgarden]	[]	[]
I, Lancel Lannister, do solemnly vow--	False	True	[Lancel, Lannister]	[]	[]
Oh, Lancel, tell my friend Bronn to please kill you if anything should happen to me.	False	True	[Lancel, Bronn]	[]	[]
Please kill me if anything should happen to Lord Tyrion.	False	True	[Lord, Tyrion]	[]	[]
We'll make short work of the Lannisters' fleet.	False	True	[Lannisters]	[]	[]
Once Blackwater Bay is cleared, we'll deliver our troops to their doorstep and take the city.	False	True	[Blackwater, Bay]	[]	[]
Buy my fruit, My Lord.	False	True	[Lord]	[]	[]
Enjoy the Stony Shore.	False	True	[Stony, Shore]	[]	[]
As soon as Winterfell got word that we'd taken Torrhen's Square, the Starks would send their men to take it back.	False	True	[Winterfell, Square]	[]	[Torrhen, Starks]
And as long as he keeps winning battles, they'll keep believing he is King in the North.	False	True	[King, North]	[]	[]
Three lives I will give you-- no more, no less, and we're done.	False	True	[you--]	[]	[]
Think of how old this place is-- before the Targaryens defeated the Hendals, before the Andals took Westeros from the First Men.	False	True	[Targaryens, Hendals, Andals, Westeros, First, Men]	[]	[]
Aye, we'll live another day.	False	True	[Aye]	[]	[]
Take care, My Lord.	False	True	[Lord]	[]	[]
If you could get real soldiers to man the catapults, then maybe you'd hit your target one time in 10, but all the real soldiers are in the Riverlands with your father.	False	True	[Riverlands]	[]	[]
The contents of this room could lay King's Landing low.	False	True	[King, Landing]	[]	[]
Let him sleep, Doreah.	False	True	[Doreah]	[]	[]
You should wear it, Khaleesi.	False	True	[Khaleesi]	[]	[]
Should you grow tired of Xaro's baubles and trinkets, it would be an honor to host you at the House of the Undying.	False	True	[Xaro, House, Undying]	[]	[]
After that, I will leave for Winterfell.	False	True	[Winterfell]	[]	[]
You mean to kill Stannis.	False	True	[Stannis]	[]	[]
Promise me that you will not hold me back from Stannis.	False	True	[Stannis]	[]	[]
And may the Gods bless you and yours.	False	True	[Gods]	[]	[]
Go, Ser Rodrik.	False	True	[Ser, Rodrik]	[]	[]
Sneak in, kill Mance, and scatter them to the winds before they can march on the Wall.	False	True	[Mance, Wall]	[]	[]
Lord Commander, I'd like to join Lord Qhorin.	False	True	[Lord, Commander, Lord, Qhorin]	[]	[]
I could take up Jon's duties while he's gone, My Lord.	False	True	[Jon, Lord]	[]	[]
To cross the Narrow Sea and take back the Iron Throne.	False	True	[Narrow, Sea, Iron]	[]	[]
Because I promised my Khalasar I'd protect them and find them a safe home.	False	True	[Khalasar]	[]	[]
To see you on the Iron Throne.	False	True	[Iron]	[]	[]
- TO PAY ME FUCKING BACK.	False	True	[FUCKING]	[]	[]
YOU DIDN'T SAY IF WE'RE FINISHED OR NOT.	False	True	[WE'RE]	[]	[]
AND DON'T SAY YOU'LL WASH THE FUCKING CAR.	False	True	[SAY, YOU'LL, FUCKING, CAR]	[]	[]
OKAY, SO WE GO TO THE SERVICES FOR A BITE TO EAT	False	True	[WE, GO]	[]	[]
"JUST SHOUT, ""OI."""	False	True	[OI]	[]	[]
YOU SHOULD'VE LET ME PICK YOU ONE, MAN.	False	True	[MAN]	[]	[]
OKAY, I'LL JUST NEED A POSTCODE.	False	True	[POSTCODE]	[]	[]
LET'S GET THE SAT-NAV.	False	True	[SAT, NAV]	[]	[]
I'LL LET YOU KNOW WHEN WE GET THERE.	False	True	[I'LL]	[]	[]
WITH THAT, THEY COULD PUT HIM AT THE JOB.	False	True	[HIM, JOB]	[]	[]
AND IF THEY COULD PUT HIM AT THE JOB, THEN THEY COULD PUT OTHER PEOPLE AT THE JOB.	False	True	[HIM, JOB, JOB]	[]	[]
FOR A GUY TO GET ALONG IN THIS WORLD,	False	True	[GUY]	[]	[]
"SHOUT ""ROVER."""	False	True	[ROVER]	[]	[]
- GET THE FUCKING CAR!	False	True	[FUCKING, CAR]	[]	[]
"LOOK, IT SAYS ""MATE."""	False	True	[MATE]	[]	[]
THEY DON'T ALWAYS GET WHERE THEY'RE GOING,	False	True	[THEY'RE]	[]	[]
SO I'LL TELL YOU WHAT WE'RE GONNA DO:	False	True	[I'LL, GONNA]	[]	[]
AND THEN I'LL GIVE YOU A NICE LITTLE SOMETHING	False	True	[I'LL]	[]	[]
NOW MY FRIEND HERE IS GONNA COME OVER TO YOU	False	True	[GONNA]	[]	[]
GET THE BAG!	False	True	[BAG]	[]	[]
AND TURN THE FUCKING SEAT AROUND.	False	True	[SEAT]	[]	[]
OKAY, GOT IT.	False	True	[GOT, IT]	[]	[]
OKAY OKAY, BYE.	False	True	[BYE]	[]	[]
I'LL GIVE YOU FIVE GRAND IN CASH.	False	True	[I'LL]	[]	[]
I'LL GIVE YOU THE CASH.	False	True	[I'LL]	[]	[]
IF SHE TRIES TO LEAVE, BLOCK HER IN.	False	True	[SHE, BLOCK]	[]	[]
I'LL MEET YOU OUT FRONT.	False	True	[I'LL]	[]	[]
♪ YOU TUMBLE OUT OF BED, THEY'RE THE ONE WHO TOLD YOU ♪	False	True	[BED]	[]	[]
♪ YOU TUMBLE OUT OF BED, THEY'RE THE ONE WHO TOLD YOU... ♪	False	True	[BED]	[]	[]
HANG ON A TICK.	False	True	[ON]	[]	[]
AND GIVE IT TO THAT YOUNG LADY IN THE RED CAR.	False	True	[LADY, RED, CAR]	[]	[]
- HERE, WATCH IT.	False	True	[WATCH, IT]	[]	[]
GIVE HIM THE PICNIC BAG AND TELL HIM TO BRING IT TO ME.	False	True	[PICNIC, BAG]	[]	[]
♪ YOU TUMBLE OUT OF BED, THEY'RE THE ONE WHO TOLD YOU ♪	False	True	[BED]	[]	[]
HERE, MOVE OVER.	False	True	[MOVE]	[]	[]
WE GOTTA GET RID OF THIS.	False	True	[WE, GOTTA]	[]	[]
SO HE CANNOT TELL.	False	True	[HE, CANNOT]	[]	[]
- WELL, WAKE HIM UP.	False	True	[HIM, UP]	[]	[]
SOMEONE'LL GIVE YOU A CALL.	False	True	[SOMEONE'LL]	[]	[]
LOOK, I'M TAKING A PHOTO OF MY MOM.	False	True	[MY, MOM]	[]	[]
LOOK, YOU CAN'T EVEN FUCKING SEE HIS FACE.	False	True	[SEE]	[]	[]
LOOK, NOBODY KNOWS HIM.	False	True	[LOOK, NOBODY, HIM]	[]	[]
( muffled ) FUCK OFF!	False	True	[OFF]	[]	[]
GIVE HIM TO ME.	False	True	[HIM]	[]	[]
JUST GET ME TO THE CHURCH.	False	True	[CHURCH]	[]	[]
YOU SHOULD TAKE IT.	False	True	[IT]	[]	[]
DO US ANOTHER ONE OF YOUR ROLL-UPS.	False	True	[ROLL, UPS]	[]	[US]
♪ BUT I'M SURE... ( match strikes )	False	True	[SURE]	[]	[]
LOOK AT IT.	False	True	[IT]	[]	[]
- STAY WHERE YOU ARE, YOU FUCKING BITCH.	False	True	[FUCKING, BITCH]	[]	[]
- GET OFF ME.	False	True	[ME]	[]	[]
- PETER, STOP THIS!	False	True	[PETER]	[]	[]
- PETER, JUST GET OFF ME!	False	True	[PETER, ME]	[]	[]
- JUST GET OFF ME!	False	True	[ME]	[]	[]
- GET OFF HIM!	False	True	[HIM]	[]	[]
OKAY, UP WE GET.	False	True	[WE]	[]	[]
WHY DID I LET SCUM LIKE YOU TWO	False	True	[SCUM]	[]	[]
'CAUSE HE'S THE SON I NEVER WANTED TO FUCKIN' HAVE!	False	True	[FUCKIN]	[]	[]
( laughs ) I'LL TELL YOU,	False	True	[I'LL]	[]	[]
ANYWAY, LET'S GET BACK TO BUSINESS.	False	True	[LET, BUSINESS]	[]	[]
I'LL TELL YOU.	False	True	[I'LL]	[]	[]
♪ I'M ON THE RUN WITH MY ELLIE ♪	False	True	[ON, RUN]	[]	[]
♪ I'M ON THE RUN WITH MY ELLIE ♪	False	True	[ON, RUN]	[]	[]
And my wife, Deborah See everything that happens.	False	True	[Deborah]	[]	[]
- Meet me here at one o'clock, James.	False	True	[James]	[]	[]
Fuck with them, Fuck them.	False	True	[Fuck]	[]	[]
Do you know that Goethe felt the same thing.	False	True	[Goethe]	[]	[]
You can see Italy, but you have not seen Sicily Then you have not seen Italy.	False	True	[Sicily]	[]	[Italy, Italy]
Tell your story, Leonard.	False	True	[Leonard]	[]	[]
Dear God, please forgive me.	False	True	[God]	[]	[]
Excuse me for asking, Don Miche.	False	True	[Don, Miche]	[]	[]
Come on, Johnny.	False	True	[Johnny]	[]	[]
Listen Franco.	False	True	[Franco]	[]	[]
Fuck you, asshole.	False	True	[asshole]	[]	[]
Listen, Mary.	False	True	[Mary]	[]	[]
He must leave Elena, his family and leave.	False	True	[Elena]	[]	[]
How can you rely on God for it is about one's own life-	False	True	[God]	[]	[]
And we must enjoy Rahul's cries of distress...	False	True	[Rahul]	[]	[]
And they call it as ladies' night... lf you want I'll pay announce a gents' night also... lt's right...go for it!	False	True	[lt]	[]	[]
If I had hurt you... I'll save your number now, after you reach Hyderabad, I'll call and chase you, may be you're expecting this, but I'm not like that.	False	True	[Hyderabad]	[]	[]
Priya come, let's go to the marriage.	False	True	[Priya]	[]	[]
Priya, take it as marriage in your home.	False	True	[Priya]	[]	[]
You're standing in sun, come in.	False	True	[sun]	[]	[]
Yamuna, come here. Rahul's wife!	False	True	[Yamuna, Rahul]	[]	[]
Priya come, get ready!	False	True	[Priya]	[]	[]
We'll do this and that in Jaya aunt's house in Goa... I've very important work in Delhi.	False	True	[Jaya, Goa]	[]	[Delhi]
Go on a pilgrimage to Kasi.	False	True	[Kasi]	[]	[]
Priya, come.	False	True	[Priya]	[]	[]
Nephew, come here.	False	True	[Nephew]	[]	[]
Get up Rahul!	False	True	[Rahul]	[]	[]
Jaya aunty, remember your love all my life - Priya	False	True	[Jaya, Priya]	[]	[]
Find Prakash's house.	False	True	[Prakash]	[]	[]
You forget her, let's first take Prakash to task.	False	True	[Prakash]	[]	[]
We can take care of Prakash later, first her!	False	True	[Prakash]	[]	[]
Shiva and his friends booze here, they may come her any time now.	False	True	[Shiva]	[]	[]
Find the ring, bastard!	False	True	[bastard]	[]	[]
Tell Priya I had inquired about her.	False	True	[Priya]	[]	[]
Get me quarter Brandy.	False	True	[Brandy]	[]	[]
Let me blabber something, Rahul will manage later.	False	True	[Rahul]	[]	[]
Say Pandu!	False	True	[Pandu]	[]	[]
Priya must tell first anything that's between us.	False	True	[Priya]	[]	[]
Give your Pandu as dowry to me.	False	True	[Pandu]	[]	[]
Please forget me, Priya.	False	True	[Priya]	[]	[]
Priya stop!	False	True	[Priya]	[]	[]
Ifwe tell him, your father may not forgive Shiva.	False	True	[Ifwe, Shiva]	[]	[]
If you or Rahul disturb their happiness in these days, I'll kill him immediately.	False	True	[Rahul]	[these days]	[]
He may die ifwe don't take him to hospital.	False	True	[ifwe]	[]	[]
1 lt'll take time for ambulance to come here, father.	False	True	[father]	[]	[]
Shiva, you're sweating, increase the speed of fan.	False	True	[Shiva]	[]	[]
He's bring back to life the old Shiva in me.	False	True	[Shiva]	[]	[]
Father, wait here, I get the vehicle.	False	True	[Father]	[]	[]
Uncle, please tell him.	False	True	[Uncle]	[]	[]
Come Shiva.	False	True	[Shiva]	[]	[]
Move Priya.	False	True	[Priya]	[]	[]
Rahul will find a better girl than her.	False	True	[Rahul]	[]	[]
Just recollect what you said about Rahul!	False	True	[Rahul]	[]	[]
Priya, come here!	False	True	[Priya]	[]	[]
Tell her to marry Rahul.	False	True	[Rahul]	[]	[]
Tell her to marry Rahul.	False	True	[Rahul]	[]	[]
Let this flight in the world of bliss carry on till our marriage...	False	True	[bliss]	[]	[]
Leave it for Priya.	False	True	[Priya]	[]	[]
I'll kill Rahul!	False	True	[Rahul]	[]	[]
Sit down, Shiva.	False	True	[Shiva]	[]	[]
Go straight and turn left, further up there's a street, turn left again, there's temple of Goddess Mother, turn right there,	False	True	[Goddess, Mother]	[]	[]
further up you'll see a barber shop, take the street opposite to it, straight up it's Afzal Gunj!	False	True	[Afzal, Gunj]	[]	[]
No Shiva, I'll go.	False	True	[Shiva]	[]	[]
Copy that, relaying to Tech.	False	True	[Tech]	[]	[]
Jack better find those drones and get 'em flying.	False	True	[Jack]	[]	[]
Get 'em flying by sundown, and I'll buy you two a round of drinks when you get up to the Tet.	False	True	[Tet]	[]	[]
Come on, Bob.	False	True	[Bob]	[]	[]
Copy, Tower.	False	True	[Copy, Tower]	[]	[]
Tet's so far off angle, I can barely see you.	False	True	[Tet]	[]	[]
"JACK: (READING) ""How can a man die better Than facing fearful odds"	False	True	[JACK]	[]	[]
Well, I'll talk to Sally about that shielding in the morning.	False	True	[Sally]	[]	[]
Come on, Jack, you know the regulations.	False	True	[Jack]	[]	[]
We'll do the numbers up here, Tower.	False	True	[Tower]	[]	[]
Jack, we should keep in contact.	False	True	[Jack]	[]	[]
Copy, Command, I'm...	False	True	[Copy, Command]	[]	[]
See what Command makes of that.	False	True	[Command]	[]	[]
Victoria will report your rescue.	False	True	[Victoria]	[]	[]
Copy 49, tasking 185 to Grid 22.	False	True	[Grid]	[]	[]
To kill humans, Jack.	False	True	[Jack]	[]	[]
Have it carry our nuke up to the Tet.	False	True	[Tet]	[]	[]
Program the drone to return to the Tet.	False	True	[Tet]	[]	[]
Copy, Tower, we're seeing the same thing.	False	True	[Copy, Tower]	[]	[]
Copy that, Tower.	False	True	[Tower]	[]	[]
"""and I'll show you the future."" (WHISPERING)"	False	True	[WHISPERING]	[]	[]
Vika, open the door.	False	True	[Vika]	[]	[]
Open the goddamn door, Vika!	False	True	[Vika]	[]	[]
"SALLY"". Stand by."	False	True	[SALLY]	[]	[]
Copy, Tower.	False	True	[Copy, Tower]	[]	[]
Range behind object, 250 clicks... 12 below V-bar, closure rate 200 kilometers per hour.	False	True	[V]	[]	[]
I'll fly the Command module out if I break free.	False	True	[Command]	[]	[]
Fuck you, Sally.	False	True	[Sally]	[]	[]
Mommy, look.	False	True	[Mommy]	[]	[]
Burn ID in his hand.	False	True	[ID]	[]	[]
Minister delacourt, please immediately report to the president patel.	False	True	[Minister, delacourt, president, patel]	[]	[]
Minister delacourt, please report to the president patel.	False	True	[Minister, delacourt, president, patel]	[]	[]
Tell me, president patel.	False	True	[president, patel]	[]	[]
You know it can happen anytime, Dr. faizel.	False	True	[Dr., faizel]	[]	[]
It's crazy, Max, come on.	False	True	[Max]	[]	[]
It will be connected to the system of nerves, and will make you as strong as the droid (Robot).	False	True	[droid, Robot]	[]	[]
Okay, but I brought julio, he can ticket up there, just like me.	False	True	[julio]	[]	[]
Go on, you have a job, Mr..	False	True	[Mr]	[]	[]
We started with his ID first, prepare.	False	True	[ID]	[]	[]
Die, you bastard.	False	True	[bastard]	[]	[]
Come on, Max.	False	True	[Max]	[]	[]
Come on, Max.	False	True	[Max]	[]	[]
Come on, Max.	False	True	[Max]	[]	[]
Max, you can do it, come on.	False	True	[Max]	[]	[]
Max, Max, wait.	False	True	[Max, Max]	[]	[]
Wait, Max, you can not go.	False	True	[Max]	[]	[]
Echo leader 234, ask for permission land in sector 22.	False	True	[Echo]	[]	[]
Get me out of here, Max.	False	True	[Max]	[]	[]
Crowe, kill them both.	False	True	[Crowe]	[]	[]
Come on, Max.	False	True	[Max]	[]	[]
It's been weeks now, me coming here, and-- and, um...	False	True	[and--]	[weeks]	[]
It's--it's a bit crazy, but it could work.	False	True	[It's]	[]	[]
Well, let's just say your Uncle was a prominent man.	False	True	[Uncle]	[]	[]
[ ELECTRICITY SPARKS ]	False	True	[ELECTRICITY]	[]	[]
I'll make sure nobody'll find it.	False	True	[nobody'll]	[]	[]
Hey, let's just stick with this a little longer, and if it gets too dicey, we leave.	False	True	[dicey]	[]	[]
Soto speak.	False	True	[Soto]	[]	[]
Now, I'll notify Cameron.	False	True	[Cameron]	[]	[]
Ellen and I were in L.A. we can prove it, too.	False	True	[Ellen]	[]	[L.A.]
Ellen, Billy, you can go.	False	True	[Ellen, Billy]	[]	[]
Go to rehab if that's what it takes.	False	True	[rehab]	[]	[]
You can call me Billy, if you want.	False	True	[Billy]	[]	[]
♪ did raise a fear ♪	False	True	[♪]	[]	[]
And call me if there's any more trouble, mama.	False	True	[mama]	[]	[]
Bob, leave it be.	False	True	[Bob]	[]	[]
Tell me something, Sarah.	False	True	[Sarah]	[]	[]
Go ask mama.	False	True	[mama]	[]	[]
Put the gun down, Cameron.	False	True	[Cameron]	[]	[]
Robert, turn around, drive away, and pretend like you never came in here.	False	True	[Robert]	[]	[]
Now, Bob, go home!	False	True	[Bob]	[]	[]
Put the gun down, Cameron.	False	True	[Cameron]	[]	[]
Lord almighty.	False	True	[Lord]	[]	[]
Rot in hell.	False	True	[hell]	[]	[]
Flint, stay put.	False	True	[Flint]	[]	[]
Flint, let's go.	False	True	[Flint]	[]	[]
Private Gaines, if you see Flint, shoot him.	False	True	[Private, Gaines]	[]	[Flint]
Flint, get your ass back to the team.	False	True	[Flint]	[]	[]
Check that, Block, but I can't, man.	False	True	[Block]	[]	[]
Grandma, help us!	False	True	[Grandma]	[]	[]
Wait and see. (SIGHS)	False	True	[SIGHS]	[]	[]
Get me the G.I. Joes.	False	True	[G.I., Joes]	[]	[]
Flint, Jaye, if any support is needed, you'll reinforce as Roadblock leads the ground team.	False	True	[Flint, Jaye, Roadblock]	[]	[]
Arch-Angel, go for drop.	False	True	[Arch, Angel]	[]	[]
"In the immortal words of Jay-Z, (CHUCKLES) ""Whatever deity may guide my life,"""	False	True	[Jay, Z, CHUCKLES]	[]	[]
(SIGHS) Next time, take out his fat ass.	False	True	[SIGHS]	[]	[]
They'll find you out, Zartan.	False	True	[Zartan]	[]	[]
ANNOUNCER: (ON PA) All squads, gear up and clear the L.Z.	False	True	[ANNOUNCER, ON, PA]	[]	[L.Z.]
- Roger, Sarge.	False	True	[Roger, Sarge]	[]	[]
Duke, come in.	False	True	[Duke]	[]	[]
Soon the world will cower in the face of Zeus.	False	True	[Zeus]	[]	[]
In 48 hours, Zeus will launch.	False	True	[Zeus]	[]	[]
Go ahead, Marvin.	False	True	[Marvin]	[]	[]
(CHUCKLES) Thank you, Stoop.	False	True	[CHUCKLES, Stoop]	[]	[]
We can mask our IP addresses.	False	True	[IP]	[]	[]
If any Joes did survive, we need to let them know where we're at.	False	True	[Joes]	[]	[]
Jaye, start that database on our President.	False	True	[Jaye, President]	[]	[]
We'll find out what's going on with our Commander-in-Chief.	False	True	[Commander]	[]	[]
During my check of the President, look what I found.	False	True	[President]	[]	[]
Look, if the Commander-in-Chief is an imposter and he's the one that ordered the attack, we have to assume that there's no one we can trust.	False	True	[Commander]	[]	[]
I'll take two cases of Thin Mints and a box of Chuckle Lucks.	False	True	[Thin, Chuckle, Lucks]	[]	[]
Shut your mouth, Brenda.	False	True	[Brenda]	[]	[]
Brenda, hand me that pen.	False	True	[Brenda]	[]	[]
Enjoy your evening, Miss Vandervoort.	False	True	[Miss, Vandervoort]	[]	[]
Jaye, get out of there now.	False	True	[Jaye]	[]	[]
Proceed to rendezvous Charlie.	False	True	[Charlie]	[]	[]
You will tell us Cobra's endgame, or die by the same sword you once used to kill our master.	False	True	[Cobra]	[]	[]
Tell us what he and Cobra have planned so we can destroy our common enemy together.	False	True	[Cobra]	[]	[]
Open your eyes, Mr Ex-President.	False	True	[Mr, Ex, President]	[]	[]
Call me Joe.	False	True	[Joe]	[]	[]
Correction, they will have to answer to me.	False	True	[Correction]	[]	[]
Give me a sit rep.	False	True	[rep, .]	[]	[]
Dave, stop.	False	True	[Dave]	[]	[]
Make him look like Eddie Van Halen.	False	True	[Eddie, Van, Halen]	[]	[]
Let's go, Colts!	False	True	[Colts]	[]	[]
Let's go, Colts!	False	True	[Colts]	[]	[]
Let's go, Colts!	False	True	[Colts]	[]	[]
Let's go, Colts!	False	True	[Colts]	[]	[]
Let's go, Colts!	False	True	[Colts]	[]	[]
Let's go, Colts!	False	True	[Colts]	[]	[]
Let's go, Colts!	False	True	[Colts]	[]	[]
Let's go, Colts!	False	True	[Colts]	[]	[]
Let's go, Colts!	False	True	[Colts]	[]	[]
Well, you might as well paint a bull's-eye on your ass.	False	True	[bull's]	[]	[]
God, give it a rest, Dad.	False	True	[God, Dad]	[]	[]
Amber, hold on.	False	True	[Amber]	[]	[]
Amber, get in the car.	False	True	[Amber]	[]	[]
Holly, Hal will get you up and running in no time.	False	True	[Hal]	[]	[]
I will get Nathan out.	False	True	[Nathan]	[]	[]
Nathan, please say something.	False	True	[Nathan]	[]	[]
Yo, Yancy, wake up!	False	True	[Yo, Yancy]	[]	[]
Come on, bro!	False	True	[bro]	[]	[]
Worry about yourself, kiddo!	False	True	[kiddo]	[]	[]
Take it, Raleigh!	False	True	[Raleigh]	[]	[]
And then miss Mori will show you to your Jaeger, Mr. Becket.	False	True	[miss, Mori, Jaeger, Mr., Becket]	[]	[]
But make no mistake, Mr. Becket, it's a brutal war machine.	False	True	[Mr., Becket]	[]	[]
Detonate an equivalent of 1.2 million tons of TNT,	False	True	[TNT]	[]	[]
I'll show you to your Jaeger now.	False	True	[Jaeger]	[]	[]
Let's go, Herc!	False	True	[Herc]	[]	[]
Max, come here!	False	True	[Max]	[]	[]
Marshal, we should witness a double event	False	True	[Marshal]	[]	[]
Gottlieb, I'd like your data on my desk asap.	False	True	[Gottlieb]	[]	[]
Look, you're Pentecost's bright idea.	False	True	[Pentecost]	[]	[]
I'll see you around, Raleigh.	False	True	[Raleigh]	[]	[]
Kaiju/human drift experiment, take one.	False	True	[Kaiju]	[]	[]
Look, Raleigh!	False	True	[Raleigh]	[]	[]
Come on, gipsy!	False	True	[gipsy]	[]	[]
Hang on, Mako!	False	True	[Mako]	[]	[]
Gipsy, listen to me!	False	True	[Gipsy]	[]	[]
Mako, talk to me.	False	True	[Mako]	[]	[]
Go to dr.	False	True	[dr]	[]	[]
But now do you mind tellin' me exactly what is taking so long	False	True	[tellin]	[]	[]
Hermann, hopefully we can argue about any mistakes	False	True	[Hermann]	[]	[]
You have to lock onto the Kaiju, ride it into the breach.	False	True	[Kaiju]	[]	[]
The Kaiju's genetic code and let you pass.	False	True	[Kaiju]	[]	[]
Striker, take the leap!	False	True	[Striker]	[]	[]
No, Raleigh, listen to me.	False	True	[Raleigh]	[]	[]
Hold on, Mako.	False	True	[Mako]	[]	[]
Loccent, if you can still hear me,	False	True	[Loccent]	[]	[]
No one wants you now, Wiggin.	False	True	[Wiggin]	[]	[]
Take it easy, Ender.	False	True	[Ender]	[]	[]
Stop it, Peter.	False	True	[Peter]	[]	[]
- Stay out of this, Valentine.	False	True	[Valentine]	[]	[]
- Peter, stop!	False	True	[Peter]	[]	[]
Turn it off please, John.	False	True	[John]	[]	[]
John, please say something.	False	True	[John]	[]	[]
Ender and I should have a private conversation.	False	True	[Ender]	[]	[]
Thought I'd have to ask to be by the door.	False	True	[Thought]	[]	[]
Listen up, Launchies!	False	True	[Launchies]	[]	[]
Let the courage of Mazer Rackham be your inspiration.	False	True	[Mazer, Rackham]	[]	[]
Sergeant, explain the game!	False	True	[Sergeant]	[]	[]
You have the right to privately think whatever you wish, Wiggin!	False	True	[Wiggin]	[]	[]
Keep it up snot, and you will never make it to Command School!	False	True	[snot, Command, School]	[]	[]
- Shut it, Wiggin!	False	True	[Wiggin]	[]	[]
Alai, come and explain.	False	True	[Alai]	[]	[]
- Go on, Alai.	False	True	[Alai]	[]	[]
Choose right and you go to Fairyland.	False	True	[Fairyland]	[]	[]
Choose right and you go to Fairyland.	False	True	[Fairyland]	[]	[]
Come on Mickey Mouse, come on.......	False	True	[Mickey, Mouse]	[]	[]
