word,count,freq,log_freq,tfidf,tfiedf
feedback,2,2.34e-05,-10.662774535600619,-0.1875684413397702,85470.08547008547
divorce,2,2.34e-05,-10.662774535600619,-0.1875684413397702,85470.08547008547
simple,11,0.000129,-8.955698153602603,-1.2282682836485548,85271.31782945737
so,269,0.00316,-5.757183251383316,-46.724237922314806,85126.58227848102
working,24,0.000282,-8.17360348702616,-2.936281413466514,85106.3829787234
values,5,5.89e-05,-9.739669467306733,-0.5133644439150179,84889.64346349746
connection,5,5.89e-05,-9.739669467306733,-0.5133644439150179,84889.64346349746
volume,5,5.89e-05,-9.739669467306733,-0.5133644439150179,84889.64346349746
useful,5,5.89e-05,-9.739669467306733,-0.5133644439150179,84889.64346349746
demand,6,7.08e-05,-9.5556515572646,-0.6279006684205174,84745.7627118644
cultural,6,7.08e-05,-9.5556515572646,-0.6279006684205174,84745.7627118644
mountains,3,3.55e-05,-10.245977861482904,-0.2927978217948061,84507.04225352113
register,3,3.55e-05,-10.245977861482904,-0.2927978217948061,84507.04225352113
use,57,0.000676,-7.29931748192131,-7.808949280693102,84319.52662721895
can't,52,0.000617,-7.3906415340588865,-7.035925062846605,84278.76823338735
opinion,7,8.32e-05,-9.394263210137112,-0.7451356049345602,84134.61538461538
tomorrow,9,0.000107,-9.142681723502369,-0.9843938870653686,84112.14953271027
standard,9,0.000107,-9.142681723502369,-0.9843938870653686,84112.14953271027
like,205,0.00245,-6.011667254425501,-34.10035707633167,83673.4693877551
m,21,0.000251,-8.29005761883249,-2.5331548905395285,83665.33864541833
saved,4,4.79e-05,-9.946395053547404,-0.4021557537646156,83507.30688935283
fuel,4,4.79e-05,-9.946395053547404,-0.4021557537646156,83507.30688935283
choice,10,0.00012,-9.028018815182229,-1.1076627336202725,83333.33333333333
rapidly,2,2.4e-05,-10.637456727616328,-0.18801486588497415,83333.33333333333
happy,17,0.000204,-8.497390564120058,-2.0006141734595464,83333.33333333333
seven,10,0.00012,-9.028018815182229,-1.1076627336202725,83333.33333333333
lowest,2,2.4e-05,-10.637456727616328,-0.18801486588497415,83333.33333333333
dollar,3,3.63e-05,-10.223692816693468,-0.293436046425567,82644.62809917355
power,28,0.000339,-7.989510450583824,-3.5045952030707883,82595.87020648968
degree,7,8.51e-05,-9.371683522384945,-0.7469308991580854,82256.16921269096
sudden,2,2.45e-05,-10.616837440413592,-0.18838001535060592,81632.6530612245
expecting,2,2.45e-05,-10.616837440413592,-0.18838001535060592,81632.6530612245
definition,4,4.9e-05,-9.923690259853647,-0.4030758614244568,81632.6530612245
vice,4,4.9e-05,-9.923690259853647,-0.4030758614244568,81632.6530612245
loans,2,2.45e-05,-10.616837440413592,-0.18838001535060592,81632.6530612245
introduce,2,2.45e-05,-10.616837440413592,-0.18838001535060592,81632.6530612245
boring,2,2.45e-05,-10.616837440413592,-0.18838001535060592,81632.6530612245
thing,40,0.00049,-7.621105166859602,-5.248582603733133,81632.6530612245
fall,11,0.000135,-8.910235779525845,-1.2345352325329106,81481.48148148147
rules,10,0.000123,-9.003326202591856,-1.1107006205241374,81300.81300813008
telling,6,7.41e-05,-9.510095025662233,-0.6309085223448849,80971.65991902835
saturday,6,7.41e-05,-9.510095025662233,-0.6309085223448849,80971.65991902835
read,25,0.000309,-8.082169281066529,-3.0932289501242645,80906.14886731392
moves,3,3.72e-05,-10.199201796685173,-0.2941406651033246,80645.16129032258
egypt,3,3.72e-05,-10.199201796685173,-0.2941406651033246,80645.16129032258
muslim,3,3.72e-05,-10.199201796685173,-0.2941406651033246,80645.16129032258
bible,3,3.72e-05,-10.199201796685173,-0.2941406651033246,80645.16129032258
hurt,7,8.71e-05,-9.348453674105818,-0.7487869378215165,80367.39380022962
purpose,7,8.71e-05,-9.348453674105818,-0.7487869378215165,80367.39380022962
pass,9,0.000112,-9.09701168666918,-0.9893358731404795,80357.14285714286
personal,13,0.000162,-8.72791422273189,-1.4894738500226599,80246.91358024691
double,8,0.0001,-9.210340371976182,-0.8685889638065037,80000.0
easier,4,5.01e-05,-9.901489549873455,-0.4039796214349508,79840.31936127745
movies,4,5.01e-05,-9.901489549873455,-0.4039796214349508,79840.31936127745
industry,11,0.000138,-8.88825687280707,-1.2375879947454764,79710.14492753624
organic,2,2.51e-05,-10.592642711826535,-0.18881029544846523,79681.2749003984
we'll,5,6.31e-05,-9.670789788417107,-0.5170208544899402,79239.30269413629
ex,5,6.31e-05,-9.670789788417107,-0.5170208544899402,79239.30269413629
yesterday,6,7.59e-05,-9.48609387356269,-0.6325048096689962,79051.38339920949
frame,3,3.8e-05,-10.177924398237888,-0.29475557909620476,78947.36842105263
detail,3,3.8e-05,-10.177924398237888,-0.29475557909620476,78947.36842105263
millions,3,3.8e-05,-10.177924398237888,-0.29475557909620476,78947.36842105263
costs,7,8.91e-05,-9.32575122348751,-0.7506097720438913,78563.41189674524
won't,15,0.000191,-8.563237129917644,-1.751674019115276,78534.03141361257
pain,8,0.000102,-9.190537744680004,-0.8704604912406618,78431.37254901961
door,9,0.000115,-9.070578429601024,-0.9922189714637495,78260.86956521739
fact,21,0.000269,-8.220799178362435,-2.5544961681186757,78066.91449814127
job,22,0.000282,-8.17360348702616,-2.6915912956776378,78014.18439716312
stick,4,5.13e-05,-9.877819805787551,-0.40494765835436125,77972.70955165692
transfer,4,5.13e-05,-9.877819805787551,-0.40494765835436125,77972.70955165692
knife,2,2.57e-05,-10.5690195660631,-0.18923231123745463,77821.01167315175
visiting,2,2.57e-05,-10.5690195660631,-0.18923231123745463,77821.01167315175
subjects,2,2.57e-05,-10.5690195660631,-0.18923231123745463,77821.01167315175
possible,19,0.000245,-8.314252347419547,-2.285232538785876,77551.02040816327
financial,10,0.000129,-8.955698153602603,-1.1166075305895953,77519.37984496125
giving,10,0.000129,-8.955698153602603,-1.1166075305895953,77519.37984496125
private,12,0.000155,-8.772085441045027,-1.3679757317286718,77419.35483870968
who's,5,6.46e-05,-9.647296147175718,-0.5182799329181751,77399.38080495356
eating,5,6.46e-05,-9.647296147175718,-0.5182799329181751,77399.38080495356
law,25,0.000324,-8.034767042171945,-3.111477889624295,77160.49382716049
applications,3,3.89e-05,-10.154516307339874,-0.2954350467517142,77120.82262210798
platform,3,3.89e-05,-10.154516307339874,-0.2954350467517142,77120.82262210798
opportunities,3,3.89e-05,-10.154516307339874,-0.2954350467517142,77120.82262210798
wave,3,3.89e-05,-10.154516307339874,-0.2954350467517142,77120.82262210798
tech,3,3.89e-05,-10.154516307339874,-0.2954350467517142,77120.82262210798
kinda,3,3.89e-05,-10.154516307339874,-0.2954350467517142,77120.82262210798
every,44,0.000575,-7.461140517166924,-5.897221731552012,76521.73913043478
fun,13,0.00017,-8.679712120914012,-1.4977455264531334,76470.58823529411
except,8,0.000105,-9.161550207806751,-0.8732146654812883,76190.47619047618
measure,4,5.25e-05,-9.854697388366697,-0.40589780105494994,76190.47619047618
citizen,2,2.63e-05,-10.545941618780555,-0.18964641302757973,76045.62737642587
immigration,2,2.63e-05,-10.545941618780555,-0.18964641302757973,76045.62737642587
sand,2,2.63e-05,-10.545941618780555,-0.18964641302757973,76045.62737642587
flash,2,2.63e-05,-10.545941618780555,-0.18964641302757973,76045.62737642587
chocolate,2,2.63e-05,-10.545941618780555,-0.18964641302757973,76045.62737642587
software,5,6.61e-05,-9.624341811106634,-0.5195160456822019,75642.96520423601
head,25,0.000331,-8.01339218258721,-3.1197774213926563,75528.70090634441
gas,7,9.33e-05,-9.279690450110976,-0.7543355069474635,75026.79528403001
feet,7,9.33e-05,-9.279690450110976,-0.7543355069474635,75026.79528403001
looks,15,0.0002,-8.517193191416238,-1.7611435672396438,75000.0
happening,4,5.37e-05,-9.832097556449455,-0.40683078834751424,74487.895716946
limit,4,5.37e-05,-9.832097556449455,-0.40683078834751424,74487.895716946
side,23,0.000309,-8.082169281066529,-2.845770634114323,74433.6569579288
pocket,2,2.69e-05,-10.52338427135648,-0.19005292864233655,74349.44237918216
makes,20,0.000269,-8.220799178362435,-2.4328534934463577,74349.44237918216
auto,2,2.69e-05,-10.52338427135648,-0.19005292864233655,74349.44237918216
decision,11,0.000148,-8.818298284200159,-1.2474062053116097,74324.32432432433
go,83,0.00112,-6.794426593675134,-12.215894727196538,74107.14285714287
sense,12,0.000162,-8.72791422273189,-1.3748989384824553,74074.07407407407
model,10,0.000135,-8.910235779525845,-1.1223047568481006,74074.07407407407
protection,5,6.76e-05,-9.601902574915355,-0.5207301324908598,73964.49704142011
collection,6,8.13e-05,-9.417364541410508,-0.6371209241838838,73800.73800738007
soon,16,0.000219,-8.426438828147774,-1.8987855161961675,73059.3607305936
pretty,16,0.000219,-8.426438828147774,-1.8987855161961675,73059.3607305936
really,62,0.000851,-7.0690984293909,-8.7705668013088,72855.46415981199
studying,2,2.75e-05,-10.501324553291749,-0.190452165329285,72727.27272727272
choices,2,2.75e-05,-10.501324553291749,-0.190452165329285,72727.27272727272
visible,2,2.75e-05,-10.501324553291749,-0.190452165329285,72727.27272727272
abroad,2,2.75e-05,-10.501324553291749,-0.190452165329285,72727.27272727272
chart,2,2.75e-05,-10.501324553291749,-0.190452165329285,72727.27272727272
real,27,0.000372,-7.8966167036911274,-3.4191858378258817,72580.64516129032
considered,10,0.000138,-8.88825687280707,-1.1250799952231603,72463.76811594203
rest,12,0.000166,-8.703522769607732,-1.378752065991417,72289.15662650602
reserve,3,4.17e-05,-10.085009429159518,-0.2974712141890401,71942.44604316547
book,18,0.000251,-8.29005761883249,-2.171275620462453,71713.14741035858
image,7,9.77e-05,-9.233608998915537,-0.7581001102409829,71647.90174002048
understand,16,0.000224,-8.403864506109235,-1.9038860024895348,71428.57142857143
offer,8,0.000112,-9.09701168666918,-0.8794096650137596,71428.57142857143
text,8,0.000112,-9.09701168666918,-0.8794096650137596,71428.57142857143
same,46,0.000646,-7.344711054181673,-6.263010166180757,71207.43034055727
automatically,4,5.62e-05,-9.78659380106463,-0.40872238914880293,71174.37722419928
tv,11,0.000155,-8.772085441045027,-1.253977754084616,70967.74193548386
components,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
believes,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
passion,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
duties,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
topic,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
muscle,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
machines,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
rid,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
mirror,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
tied,2,2.82e-05,-10.476188580020207,-0.1909091254632744,70921.98581560283
live,24,0.000339,-7.989510450583824,-3.003938745489247,70796.46017699115
bad,24,0.000339,-7.989510450583824,-3.003938745489247,70796.46017699115
trial,5,7.08e-05,-9.5556515572646,-0.5232505570170978,70621.46892655367
adding,3,4.27e-05,-10.061311637729695,-0.2981718594969335,70257.61124121779
begins,3,4.27e-05,-10.061311637729695,-0.2981718594969335,70257.61124121779
plan,13,0.000186,-8.589763884251074,-1.5134292601261004,69892.47311827957
table,9,0.000129,-8.955698153602603,-1.0049467775306358,69767.44186046511
walk,8,0.000115,-9.070578429601024,-0.8819724190788883,69565.21739130435
farmers,2,2.88e-05,-10.455135170822373,-0.19129355740722434,69444.44444444445
lesson,2,2.88e-05,-10.455135170822373,-0.19129355740722434,69444.44444444445
happiness,2,2.88e-05,-10.455135170822373,-0.19129355740722434,69444.44444444445
amounts,2,2.88e-05,-10.455135170822373,-0.19129355740722434,69444.44444444445
protein,2,2.88e-05,-10.455135170822373,-0.19129355740722434,69444.44444444445
put,31,0.000447,-7.712951963350705,-4.019213414954655,69351.23042505592
kind,19,0.000275,-8.198739460297702,-2.3174294160714917,69090.90909090909
california,5,7.24e-05,-9.533304258572603,-0.5244771240258975,69060.77348066299
enter,5,7.24e-05,-9.533304258572603,-0.5244771240258975,69060.77348066299
himself,12,0.000174,-8.656455258749745,-1.386248717437854,68965.5172413793
obvious,3,4.37e-05,-10.03816245586273,-0.29885947883298775,68649.88558352402
buying,3,4.37e-05,-10.03816245586273,-0.29885947883298775,68649.88558352402
linked,3,4.37e-05,-10.03816245586273,-0.29885947883298775,68649.88558352402
stay,14,0.000204,-8.497390564120058,-1.6475646134372735,68627.45098039215
army,8,0.000117,-9.053336623166517,-0.8836521089394663,68376.06837606838
v,8,0.000117,-9.053336623166517,-0.8836521089394663,68376.06837606838
customers,4,5.89e-05,-9.739669467306733,-0.41069155513201433,67911.71477079796
conflict,4,5.89e-05,-9.739669467306733,-0.41069155513201433,67911.71477079796
certain,11,0.000162,-8.72791422273189,-1.2603240269422507,67901.23456790124
price,11,0.000162,-8.72791422273189,-1.2603240269422507,67901.23456790124
but,283,0.00417,-5.479839243171427,-51.6438507484784,67865.70743405276
without,34,0.000501,-7.598904456879409,-4.474329186915788,67864.27145708582
spiritual,2,2.95e-05,-10.4311202946185,-0.19173395987311317,67796.61016949153
israeli,2,2.95e-05,-10.4311202946185,-0.19173395987311317,67796.61016949153
inner,2,2.95e-05,-10.4311202946185,-0.19173395987311317,67796.61016949153
doesn't,20,0.000295,-8.128535201624453,-2.4604679076745692,67796.61016949153
dna,2,2.95e-05,-10.4311202946185,-0.19173395987311317,67796.61016949153
gross,2,2.95e-05,-10.4311202946185,-0.19173395987311317,67796.61016949153
absence,2,2.95e-05,-10.4311202946185,-0.19173395987311317,67796.61016949153
about,162,0.0024,-6.032286541628237,-26.855488193747654,67500.0
imagine,5,7.41e-05,-9.510095025662233,-0.5257571019540708,67476.38326585694
evening,5,7.41e-05,-9.510095025662233,-0.5257571019540708,67476.38326585694
appear,5,7.41e-05,-9.510095025662233,-0.5257571019540708,67476.38326585694
face,19,0.000282,-8.17360348702616,-2.3245561189943236,67375.8865248227
strange,3,4.47e-05,-10.015537056344751,-0.2995346113865684,67114.09395973154
mm,3,4.47e-05,-10.015537056344751,-0.2995346113865684,67114.09395973154
chemical,3,4.47e-05,-10.015537056344751,-0.2995346113865684,67114.09395973154
much,67,0.001,-6.907755278982137,-9.699243429172624,67000.0
more,150,0.00224,-6.101279413115189,-24.585007478523764,66964.28571428572
right,61,0.000912,-6.999870567889943,-8.71444684703477,66885.9649122807
terms,9,0.000135,-8.910235779525845,-1.0100742811632906,66666.66666666667
stuff,8,0.00012,-9.028018815182229,-0.8861301868962179,66666.66666666667
subject,8,0.00012,-9.028018815182229,-0.8861301868962179,66666.66666666667
weight,7,0.000105,-9.161550207806751,-0.7640628322961273,66666.66666666666
gives,7,0.000105,-9.161550207806751,-0.7640628322961273,66666.66666666666
horse,4,6.03e-05,-9.716178454231134,-0.41168449291481546,66334.99170812604
fingers,2,3.02e-05,-10.40766863358345,-0.19216599513424196,66225.16556291391
heading,2,3.02e-05,-10.40766863358345,-0.19216599513424196,66225.16556291391
burning,2,3.02e-05,-10.40766863358345,-0.19216599513424196,66225.16556291391
operate,2,3.02e-05,-10.40766863358345,-0.19216599513424196,66225.16556291391
somehow,2,3.02e-05,-10.40766863358345,-0.19216599513424196,66225.16556291391
meetings,2,3.02e-05,-10.40766863358345,-0.19216599513424196,66225.16556291391
running,10,0.000151,-8.79823072114935,-1.136592153233924,66225.1655629139
two,85,0.00129,-6.653113060608557,-12.775974077949172,65891.47286821705
lack,6,9.12e-05,-9.302455660883988,-0.6449909807395777,65789.47368421053
say,51,0.000776,-7.1613580377810555,-7.121554282154329,65721.64948453609
helps,3,4.57e-05,-9.993412260064115,-0.3001977624788545,65645.51422319475
sub,3,4.57e-05,-9.993412260064115,-0.3001977624788545,65645.51422319475
development,14,0.000214,-8.449534542942423,-1.6568960016494247,65420.56074766355
die,9,0.000138,-8.88825687280707,-1.0125719957008443,65217.39130434783
save,8,0.000123,-9.003326202591856,-0.8885604964193099,65040.65040650406
time,124,0.00191,-6.260652036923599,-19.806243705716625,64921.46596858639
foundation,4,6.17e-05,-9.693226627052931,-0.4126592881710159,64829.82171799028
strength,4,6.17e-05,-9.693226627052931,-0.4126592881710159,64829.82171799028
starts,4,6.17e-05,-9.693226627052931,-0.4126592881710159,64829.82171799028
mostly,4,6.17e-05,-9.693226627052931,-0.4126592881710159,64829.82171799028
apparently,4,6.17e-05,-9.693226627052931,-0.4126592881710159,64829.82171799028
big,27,0.000417,-7.782424336165473,-3.4693559273720274,64748.20143884892
battery,2,3.09e-05,-10.384754374060574,-0.19259001493532427,64724.91909385114
moral,2,3.09e-05,-10.384754374060574,-0.19259001493532427,64724.91909385114
behaviour,2,3.09e-05,-10.384754374060574,-0.19259001493532427,64724.91909385114
tries,2,3.09e-05,-10.384754374060574,-0.19259001493532427,64724.91909385114
improvement,2,3.09e-05,-10.384754374060574,-0.19259001493532427,64724.91909385114
exact,2,3.09e-05,-10.384754374060574,-0.19259001493532427,64724.91909385114
space,11,0.00017,-8.679712120914012,-1.267323137768036,64705.882352941175
production,10,0.000155,-8.772085441045027,-1.13997977644056,64516.12903225807
status,5,7.76e-05,-9.463943130775101,-0.5283210106938266,64432.989690721646
stock,5,7.76e-05,-9.463943130775101,-0.5283210106938266,64432.989690721646
sit,5,7.76e-05,-9.463943130775101,-0.5283210106938266,64432.989690721646
videos,3,4.68e-05,-9.969627355040673,-0.3009139552726804,64102.5641025641
providing,3,4.68e-05,-9.969627355040673,-0.3009139552726804,64102.5641025641
ocean,3,4.68e-05,-9.969627355040673,-0.3009139552726804,64102.5641025641
manner,3,4.68e-05,-9.969627355040673,-0.3009139552726804,64102.5641025641
better,36,0.000562,-7.484008708070583,-4.810256295022536,64056.93950177936
take,52,0.000813,-7.1147794484164635,-7.3087297191726215,63960.639606396064
course,18,0.000282,-8.17360348702616,-2.2022110600998857,63829.787234042546
bank,9,0.000141,-8.866750667586105,-1.0150279778251812,63829.787234042546
dog,7,0.00011,-9.115030192171858,-0.767962349264813,63636.36363636363
find,35,0.00055,-7.505592279737757,-4.663189618557709,63636.36363636363
care,22,0.000347,-7.966185778017415,-2.7616729778897087,63400.576368876085
aware,4,6.31e-05,-9.670789788417107,-0.41361668359195214,63391.44215530903
higher,10,0.000158,-8.752915524937308,-1.1424764664424913,63291.13924050633
hard,20,0.000316,-8.059768344377362,-2.4814608988051567,63291.13924050633
exciting,2,3.16e-05,-10.362353437371407,-0.19300634861450305,63291.13924050632
mining,2,3.16e-05,-10.362353437371407,-0.19300634861450305,63291.13924050632
programming,2,3.16e-05,-10.362353437371407,-0.19300634861450305,63291.13924050632
stable,2,3.16e-05,-10.362353437371407,-0.19300634861450305,63291.13924050632
bathroom,2,3.16e-05,-10.362353437371407,-0.19300634861450305,63291.13924050632
absolute,2,3.16e-05,-10.362353437371407,-0.19300634861450305,63291.13924050632
arab,2,3.16e-05,-10.362353437371407,-0.19300634861450305,63291.13924050632
easily,5,7.94e-05,-9.441012189711184,-0.5296042309371235,62972.292191435765
anywhere,3,4.79e-05,-9.946395053547404,-0.3016168153234617,62630.48016701462
determine,3,4.79e-05,-9.946395053547404,-0.3016168153234617,62630.48016701462
update,3,4.79e-05,-9.946395053547404,-0.3016168153234617,62630.48016701462
confidence,3,4.79e-05,-9.946395053547404,-0.3016168153234617,62630.48016701462
little,35,0.000562,-7.484008708070583,-4.6766380646052434,62277.58007117438
low,13,0.000209,-8.473176305999463,-1.5342534523677152,62200.95693779904
action,13,0.000209,-8.473176305999463,-1.5342534523677152,62200.95693779904
religion,4,6.46e-05,-9.647296147175718,-0.4146239463345401,61919.50464396285
mobile,4,6.46e-05,-9.647296147175718,-0.4146239463345401,61919.50464396285
life,48,0.000776,-7.1613580377810555,-6.702639324380545,61855.67010309279
field,11,0.000178,-8.633727007672189,-1.2740731772298417,61797.75280898877
hopefully,2,3.24e-05,-10.33735213516599,-0.1934731422369105,61728.39506172839
earned,2,3.24e-05,-10.33735213516599,-0.1934731422369105,61728.39506172839
smell,2,3.24e-05,-10.33735213516599,-0.1934731422369105,61728.39506172839
shame,2,3.24e-05,-10.33735213516599,-0.1934731422369105,61728.39506172839
deal,12,0.000195,-8.542510999400527,-1.4047391921230308,61538.46153846154
closed,5,8.13e-05,-9.417364541410508,-0.5309341034865698,61500.61500615007
interested,5,8.13e-05,-9.417364541410508,-0.5309341034865698,61500.61500615007
until,25,0.000407,-7.806697372521679,-3.202378522830408,61425.06142506142
sun,6,9.77e-05,-9.233608998915537,-0.649800094492271,61412.48720573183
good,81,0.00132,-6.630123542383857,-12.216966921083419,61363.63636363637
spending,3,4.9e-05,-9.923690259853647,-0.3023068960683426,61224.48979591837
pair,3,4.9e-05,-9.923690259853647,-0.3023068960683426,61224.48979591837
goal,7,0.000115,-9.070578429601024,-0.7717258666940273,60869.565217391304
ones,7,0.000115,-9.070578429601024,-0.7717258666940273,60869.565217391304
think,70,0.00115,-6.767993336606978,-10.342799781049038,60869.565217391304
light,13,0.000214,-8.449534542942423,-1.5385462872458944,60747.66355140187
20000,4,6.61e-05,-9.624341811106634,-0.41561283654576153,60514.37216338881
budget,4,6.61e-05,-9.624341811106634,-0.41561283654576153,60514.37216338881
bring,11,0.000182,-8.611503870887478,-1.2773610933610797,60439.56043956044
surely,2,3.31e-05,-10.315977275581258,-0.19387402148841099,60422.96072507553
visual,2,3.31e-05,-10.315977275581258,-0.19387402148841099,60422.96072507553
looking,20,0.000331,-8.01339218258721,-2.4958219371141253,60422.96072507552
clean,5,8.32e-05,-9.394263210137112,-0.5322397178104001,60096.153846153844
eye,6,0.0001,-9.210340371976182,-0.6514417228548778,60000.0
approximately,3,5.01e-05,-9.901489549873455,-0.30298471607621313,59880.239520958086
teaching,3,5.01e-05,-9.901489549873455,-0.30298471607621313,59880.239520958086
surprise,3,5.01e-05,-9.901489549873455,-0.30298471607621313,59880.239520958086
cards,3,5.01e-05,-9.901489549873455,-0.30298471607621313,59880.239520958086
or,207,0.00347,-5.663600685023369,-36.549186906376306,59654.178674351584
beautiful,9,0.000151,-8.79823072114935,-1.0229329379105316,59602.64900662251
open,18,0.000302,-8.105083540589405,-2.2208284356179546,59602.64900662251
size,8,0.000135,-8.910235779525845,-0.8978438054784805,59259.259259259255
method,4,6.76e-05,-9.601902574915355,-0.41658410599268775,59171.597633136094
distance,4,6.76e-05,-9.601902574915355,-0.41658410599268775,59171.597633136094
critical,4,6.76e-05,-9.601902574915355,-0.41658410599268775,59171.597633136094
most,59,0.001,-6.907755278982137,-8.541124810763954,59000.0
recognition,2,3.39e-05,-10.29209554357787,-0.19432388589202063,58997.05014749263
deserve,2,3.39e-05,-10.29209554357787,-0.19432388589202063,58997.05014749263
attached,2,3.39e-05,-10.29209554357787,-0.19432388589202063,58997.05014749263
herself,3,5.13e-05,-9.877819805787551,-0.3037107437657709,58479.53216374269
shape,3,5.13e-05,-9.877819805787551,-0.3037107437657709,58479.53216374269
afternoon,3,5.13e-05,-9.877819805787551,-0.3037107437657709,58479.53216374269
closer,3,5.13e-05,-9.877819805787551,-0.3037107437657709,58479.53216374269
should,61,0.00105,-6.8589651148127055,-8.893469930072053,58095.2380952381
middle,9,0.000155,-8.772085441045027,-1.0259817987965039,58064.51612903226
step,8,0.000138,-8.88825687280707,-0.9000639961785283,57971.014492753624
changes,8,0.000138,-8.88825687280707,-0.9000639961785283,57971.014492753624
already,22,0.00038,-7.875339305243843,-2.7935304305366455,57894.73684210526
walking,4,6.92e-05,-9.57850969534065,-0.41760149827334325,57803.46820809248
checked,2,3.47e-05,-10.26877087101146,-0.1947652766940161,57636.88760806916
increases,2,3.47e-05,-10.26877087101146,-0.1947652766940161,57636.88760806916
payment,2,3.47e-05,-10.26877087101146,-0.1947652766940161,57636.88760806916
using,17,0.000295,-8.128535201624453,-2.091397721523384,57627.11864406779
run,17,0.000295,-8.128535201624453,-2.091397721523384,57627.11864406779
common,10,0.000174,-8.656455258749745,-1.155207264531545,57471.26436781609
make,64,0.00112,-6.794426593675134,-9.419485090850342,57142.857142857145
clothes,3,5.25e-05,-9.854697388366697,-0.3044233507912124,57142.85714285714
search,6,0.000105,-9.161550207806751,-0.6549109991109663,57142.85714285714
corner,3,5.25e-05,-9.854697388366697,-0.3044233507912124,57142.85714285714
reduce,3,5.25e-05,-9.854697388366697,-0.3044233507912124,57142.85714285714
afraid,3,5.25e-05,-9.854697388366697,-0.3044233507912124,57142.85714285714
is,657,0.0115,-4.4654082436129325,-147.13100441370298,57130.434782608696
everyone,15,0.000263,-8.24335652578651,-1.8196471246970396,57034.22053231939
true,15,0.000263,-8.24335652578651,-1.8196471246970396,57034.22053231939
relationship,8,0.000141,-8.866750667586105,-0.9022470914001611,56737.58865248226
social,16,0.000282,-8.17360348702616,-1.9575209423110094,56737.58865248226
gay,4,7.08e-05,-9.5556515572646,-0.41860044561367826,56497.17514124294
raised,4,7.08e-05,-9.5556515572646,-0.41860044561367826,56497.17514124294
sleeping,2,3.55e-05,-10.245977861482904,-0.19519854786320406,56338.028169014084
surgery,2,3.55e-05,-10.245977861482904,-0.19519854786320406,56338.028169014084
it'll,2,3.55e-05,-10.245977861482904,-0.19519854786320406,56338.028169014084
accurate,2,3.55e-05,-10.245977861482904,-0.19519854786320406,56338.028169014084
objects,2,3.55e-05,-10.245977861482904,-0.19519854786320406,56338.028169014084
change,20,0.000355,-7.943392768488859,-2.5178158228986547,56338.028169014084
empire,2,3.55e-05,-10.245977861482904,-0.19519854786320406,56338.028169014084
point,20,0.000355,-7.943392768488859,-2.5178158228986547,56338.028169014084
latin,2,3.55e-05,-10.245977861482904,-0.19519854786320406,56338.028169014084
joy,2,3.55e-05,-10.245977861482904,-0.19519854786320406,56338.028169014084
here,49,0.000871,-7.045868581111772,-6.954430023199249,56257.175660160734
current,10,0.000178,-8.633727007672189,-1.1582483429362198,56179.77528089888
reach,5,8.91e-05,-9.32575122348751,-0.536149837174208,56116.72278338945
ball,6,0.000107,-9.142681723502369,-0.6562625913769123,56074.766355140186
accounts,3,5.37e-05,-9.832097556449455,-0.3051230912606357,55865.9217877095
internal,3,5.37e-05,-9.832097556449455,-0.3051230912606357,55865.9217877095
fixed,3,5.37e-05,-9.832097556449455,-0.3051230912606357,55865.9217877095
it,504,0.00912,-4.697285474895897,-107.29601228061829,55263.15789473685
mass,4,7.24e-05,-9.533304258572603,-0.41958169922071803,55248.61878453039
sitting,4,7.24e-05,-9.533304258572603,-0.41958169922071803,55248.61878453039
day,47,0.000851,-7.0690984293909,-6.648655478411508,55229.14218566393
sure,23,0.000417,-7.782424336165473,-2.9553772714650606,55155.87529976019
person,20,0.000363,-7.921107723699423,-2.524899382464064,55096.418732782375
loan,2,3.63e-05,-10.223692816693468,-0.19562403095037798,55096.41873278237
needs,12,0.000219,-8.426438828147774,-1.4240891371471258,54794.520547945205
give,28,0.000513,-7.575234712793504,-3.6962551078070156,54580.896686159846
look,32,0.000589,-7.437084374312687,-4.302761457235362,54329.37181663837
now,82,0.00151,-6.495645628155304,-12.623841369143031,54304.6357615894
way,53,0.000977,-6.931023905921491,-7.646777838223826,54247.69703172978
source,8,0.000148,-8.818298284200159,-0.907204512953898,54054.05405405405
begin,4,7.41e-05,-9.510095025662233,-0.4206056815632566,53981.10661268556
notes,4,7.41e-05,-9.510095025662233,-0.4206056815632566,53981.10661268556
data,11,0.000204,-8.497390564120058,-1.2945150534150007,53921.56862745098
living,11,0.000204,-8.497390564120058,-1.2945150534150007,53921.56862745098
sees,2,3.72e-05,-10.199201796685173,-0.19609377673554973,53763.44086021505
expect,5,9.33e-05,-9.279690450110976,-0.5388110763910454,53590.56806002143
studies,6,0.000112,-9.09701168666918,-0.6595572487603197,53571.42857142857
pay,12,0.000224,-8.403864506109235,-1.427914501867151,53571.42857142857
