word,count,freq,log_freq,tfidf,tfiedf,Topic,,,
expense,2,1.95E-05,-10.84509609,-0.1844151479,102564.1026,,11508,FALSE,1434
script,2,1.95E-05,-10.84509609,-0.1844151479,102564.1026,,11510,FALSE,1434
gathering,2,1.95E-05,-10.84509609,-0.1844151479,102564.1026,,11512,FALSE,1434
suggestions,2,1.95E-05,-10.84509609,-0.1844151479,102564.1026,,11514,FALSE,1434
focus,10,9.77E-05,-9.233608999,-1.083000157,102354.1453,,11524,FALSE,1434
funny,10,9.77E-05,-9.233608999,-1.083000157,102354.1453,,11534,FALSE,1434
moving,10,9.77E-05,-9.233608999,-1.083000157,102354.1453,,11544,FALSE,1434
i,1318,0.0129,-4.350527968,-302.9517359,102170.5426,,12862,FALSE,1434
device,5,4.90E-05,-9.92369026,-0.5038448268,102040.8163,,12867,FALSE,1434
creating,5,4.90E-05,-9.92369026,-0.5038448268,102040.8163,,12872,FALSE,1434
evil,6,5.89E-05,-9.739669467,-0.6160373327,101867.5722,,12878,FALSE,1434
conclusion,3,2.95E-05,-10.43112029,-0.2876009398,101694.9153,,12881,FALSE,1434
reaching,3,2.95E-05,-10.43112029,-0.2876009398,101694.9153,,12884,FALSE,1434
eat,14,0.000138,-8.888256873,-1.575111993,101449.2754,food,12898,TRUE,1448
goes,16,0.000158,-8.752915525,-1.827962346,101265.8228,,12914,FALSE,1448
credit,9,8.91E-05,-9.325751223,-0.9650697069,101010.101,,12923,FALSE,1448
anything,35,0.000347,-7.966185778,-4.393570647,100864.5533,,12958,FALSE,1448
nothing,35,0.000347,-7.966185778,-4.393570647,100864.5533,,12993,FALSE,1448
reality,8,7.94E-05,-9.44101219,-0.8473667695,100755.6675,,13001,FALSE,1448
reasonable,4,3.98E-05,-10.13164365,-0.3948026737,100502.5126,,13005,FALSE,1448
empty,4,3.98E-05,-10.13164365,-0.3948026737,100502.5126,,13009,FALSE,1448
zero,4,3.98E-05,-10.13164365,-0.3948026737,100502.5126,,13013,FALSE,1448
rule,10,0.0001,-9.210340372,-1.085736205,100000,,13023,FALSE,1448
holes,2,2.00E-05,-10.81977828,-0.1848466713,100000,,13025,FALSE,1448
ties,2,2.00E-05,-10.81977828,-0.1848466713,100000,,13027,FALSE,1448
medicine,5,5.01E-05,-9.90148955,-0.5049745268,99800.3992,,13032,FALSE,1448
task,5,5.01E-05,-9.90148955,-0.5049745268,99800.3992,,13037,FALSE,1448
hand,25,0.000251,-8.290057619,-3.015660584,99601.59363,,13062,FALSE,1448
9,26,0.000263,-8.243356526,-3.154055016,98859.31559,,13088,FALSE,1448
between,65,0.000661,-7.321756718,-8.877650884,98335.85477,,13153,FALSE,1448
he's,29,0.000295,-8.128535202,-3.567678466,98305.08475,,13182,FALSE,1448
statistics,4,4.07E-05,-10.10928247,-0.3956759556,98280.09828,,13186,FALSE,1448
sleep,11,0.000112,-9.097011687,-1.209188289,98214.28571,,13197,FALSE,1448
tourism,2,2.04E-05,-10.79997566,-0.1851856026,98039.21569,,13199,FALSE,1448
sacrifice,2,2.04E-05,-10.79997566,-0.1851856026,98039.21569,,13201,FALSE,1448
goodbye,2,2.04E-05,-10.79997566,-0.1851856026,98039.21569,,13203,FALSE,1448
d,34,0.000347,-7.966185778,-4.268040057,97982.70893,,13237,FALSE,1448
exist,6,6.17E-05,-9.693226627,-0.6189889323,97244.73258,,13243,FALSE,1448
hungry,3,3.09E-05,-10.38475437,-0.2888850224,97087.37864,,13246,FALSE,1448
lift,3,3.09E-05,-10.38475437,-0.2888850224,97087.37864,,13249,FALSE,1448
happen,14,0.000145,-8.838776816,-1.583929574,96551.72414,,13263,FALSE,1448
physical,9,9.33E-05,-9.27969045,-0.9698599375,96463.02251,,13272,FALSE,1448
how,152,0.00158,-6.450330432,-23.56468426,96202.53165,,13424,FALSE,1448
existence,4,4.17E-05,-10.08500943,-0.3966282856,95923.26139,,13428,FALSE,1448
creative,4,4.17E-05,-10.08500943,-0.3966282856,95923.26139,,13432,FALSE,1448
maximum,4,4.17E-05,-10.08500943,-0.3966282856,95923.26139,,13436,FALSE,1448
keeps,4,4.17E-05,-10.08500943,-0.3966282856,95923.26139,,13440,FALSE,1448
viewed,2,2.09E-05,-10.7757614,-0.1856017339,95693.7799,,13442,FALSE,1448
survived,2,2.09E-05,-10.7757614,-0.1856017339,95693.7799,,13444,FALSE,1448
ate,2,2.09E-05,-10.7757614,-0.1856017339,95693.7799,,13446,FALSE,1448
body,24,0.000251,-8.290057619,-2.895034161,95617.52988,,13470,FALSE,1448
survey,5,5.25E-05,-9.854697388,-0.5073722513,95238.09524,,13487,FALSE,1448
capital,12,0.000126,-8.979228651,-1.336417689,95238.09524,,13482,FALSE,1448
education,19,0.0002,-8.517193191,-2.230781852,95000,,13506,FALSE,1448
document,3,3.16E-05,-10.36235344,-0.2895095229,94936.70886,,13509,FALSE,1448
then,111,0.00117,-6.75075153,-16.44261376,94871.79487,,13620,FALSE,1448
another,52,0.00055,-7.50559228,-6.928167433,94545.45455,,13672,FALSE,1448
check,18,0.000191,-8.56323713,-2.102008823,94240.8377,,13690,FALSE,1448
spend,8,8.51E-05,-9.371683522,-0.8536353133,94007.05053,,13698,FALSE,1448
feel,42,0.000447,-7.712951963,-5.445385917,93959.73154,,13740,FALSE,1448
opposite,4,4.27E-05,-10.06131164,-0.3975624793,93676.81499,,13744,FALSE,1448
split,4,4.27E-05,-10.06131164,-0.3975624793,93676.81499,,13748,FALSE,1448
start,31,0.000331,-8.013392183,-3.868524003,93655.58912,,13779,FALSE,1448
profits,2,2.14E-05,-10.75211964,-0.1860098351,93457.94393,,13781,FALSE,1448
tables,2,2.14E-05,-10.75211964,-0.1860098351,93457.94393,,13783,FALSE,1448
measured,2,2.14E-05,-10.75211964,-0.1860098351,93457.94393,,13785,FALSE,1448
5th,2,2.14E-05,-10.75211964,-0.1860098351,93457.94393,,13787,FALSE,1448
existed,2,2.14E-05,-10.75211964,-0.1860098351,93457.94393,,13789,FALSE,1448
commit,2,2.14E-05,-10.75211964,-0.1860098351,93457.94393,,13791,FALSE,1448
fewer,2,2.14E-05,-10.75211964,-0.1860098351,93457.94393,,13793,FALSE,1448
knowing,5,5.37E-05,-9.832097556,-0.5085384854,93109.86965,,13798,FALSE,1448
joe,5,5.37E-05,-9.832097556,-0.5085384854,93109.86965,,13803,FALSE,1448
smoke,5,5.37E-05,-9.832097556,-0.5085384854,93109.86965,,13808,FALSE,1448
speech,6,6.46E-05,-9.647296147,-0.6219359195,92879.25697,,13814,FALSE,1448
screen,6,6.46E-05,-9.647296147,-0.6219359195,92879.25697,,13820,FALSE,1448
alone,14,0.000151,-8.798230721,-1.591229015,92715.23179,,13834,FALSE,1448
instead,15,0.000162,-8.727914223,-1.718623673,92592.59259,,13849,FALSE,1448
word,18,0.000195,-8.542510999,-2.107108788,92307.69231,,13867,FALSE,1448
touch,7,7.59E-05,-9.486093874,-0.7379222779,92226.61397,,13874,FALSE,1448
politics,7,7.59E-05,-9.486093874,-0.7379222779,92226.61397,politics,13881,TRUE,1455
deep,9,9.77E-05,-9.233608999,-0.9747001417,92118.73081,,13890,FALSE,1455
happens,8,8.71E-05,-9.348453674,-0.8557565004,91848.45006,,13898,FALSE,1455
sounds,8,8.71E-05,-9.348453674,-0.8557565004,91848.45006,,13906,FALSE,1455
continue,11,0.00012,-9.028018815,-1.218429007,91666.66667,,13917,FALSE,1455
teach,4,4.37E-05,-10.03816246,-0.3984793051,91533.18078,,13921,FALSE,1455
derived,2,2.19E-05,-10.72902392,-0.1864102471,91324.20091,,13923,FALSE,1455
improving,2,2.19E-05,-10.72902392,-0.1864102471,91324.20091,,13925,FALSE,1455
adds,2,2.19E-05,-10.72902392,-0.1864102471,91324.20091,,13927,FALSE,1455
cares,2,2.19E-05,-10.72902392,-0.1864102471,91324.20091,,13929,FALSE,1455
materials,5,5.50E-05,-9.808177373,-0.5097787091,90909.09091,,13934,FALSE,1455
animal,6,6.61E-05,-9.624341811,-0.6234192548,90771.55825,,13940,FALSE,1455
rising,3,3.31E-05,-10.31597728,-0.2908110322,90634.44109,,13943,FALSE,1455
panel,3,3.31E-05,-10.31597728,-0.2908110322,90634.44109,,13946,FALSE,1455
blind,3,3.31E-05,-10.31597728,-0.2908110322,90634.44109,,13949,FALSE,1455
deals,3,3.31E-05,-10.31597728,-0.2908110322,90634.44109,,13952,FALSE,1455
try,26,0.000288,-8.152550078,-3.189186175,90277.77778,,13978,FALSE,1455
myself,18,0.0002,-8.517193191,-2.113372281,90000,,13996,FALSE,1455
years,82,0.000912,-6.999870568,-11.71450232,89912.2807,,14078,FALSE,1455
minute,8,8.91E-05,-9.325751223,-0.8578397395,89786.75645,,14086,FALSE,1455
order,29,0.000324,-8.034767042,-3.609314352,89506.17284,,14115,FALSE,1455
advance,4,4.47E-05,-10.01553706,-0.3993794818,89485.45861,,14119,FALSE,1455
laugh,4,4.47E-05,-10.01553706,-0.3993794818,89485.45861,,14123,FALSE,1455
centers,2,2.24E-05,-10.7064496,-0.1868032891,89285.71429,,14125,FALSE,1455
per,24,0.000269,-8.220799178,-2.919424192,89219.33086,,14149,FALSE,1455
tickets,3,3.39E-05,-10.29209554,-0.2914858288,88495.57522,,14152,FALSE,1455
degrees,3,3.39E-05,-10.29209554,-0.2914858288,88495.57522,,14155,FALSE,1455
situations,3,3.39E-05,-10.29209554,-0.2914858288,88495.57522,,14158,FALSE,1455
if,261,0.00295,-5.825950109,-44.79955975,88474.57627,,14419,FALSE,1455
get,161,0.00182,-6.308918778,-25.51942824,88461.53846,,14580,FALSE,1455
interest,15,0.00017,-8.679712121,-1.728167915,88235.29412,,14595,FALSE,1455
thinking,15,0.00017,-8.679712121,-1.728167915,88235.29412,,14610,FALSE,1455
each,45,0.000513,-7.575234713,-5.940409995,87719.29825,,14655,FALSE,1455
talk,22,0.000251,-8.290057619,-2.653781314,87649.40239,,14677,FALSE,1455
jewish,4,4.57E-05,-9.99341226,-0.4002636833,87527.3523,,14681,FALSE,1455
developing,4,4.57E-05,-9.99341226,-0.4002636833,87527.3523,,14685,FALSE,1455
able,23,0.000263,-8.243356526,-2.790125591,87452.47148,,14708,FALSE,1455
roughly,2,2.29E-05,-10.68437365,-0.1871892603,87336.24454,,14710,FALSE,1455
market,17,0.000195,-8.542510999,-1.990047189,87179.48718,,14727,FALSE,1455
also,137,0.00158,-6.450330432,-21.239222,86708.86076,,14864,FALSE,1455
tree,6,6.92E-05,-9.578509695,-0.6264022474,86705.20231,,14870,FALSE,1455
solution,6,6.92E-05,-9.578509695,-0.6264022474,86705.20231,,14876,FALSE,1455
doors,3,3.47E-05,-10.26877087,-0.292147915,86455.33141,,14879,FALSE,1455
crash,3,3.47E-05,-10.26877087,-0.292147915,86455.33141,,14882,FALSE,1455
percentage,3,3.47E-05,-10.26877087,-0.292147915,86455.33141,,14885,FALSE,1455
sales,7,8.13E-05,-9.417364541,-0.7433077449,86100.86101,,14962,FALSE,1455
going,70,0.000813,-7.114779448,-9.838674622,86100.86101,,14955,FALSE,1455
allow,9,0.000105,-9.161550208,-0.9823664987,85714.28571,,14971,FALSE,1455
everything,29,0.000339,-7.989510451,-3.629759317,85545.72271,,15000,FALSE,1455
composed,2,2.34E-05,-10.66277454,-0.1875684413,85470.08547,,15002,FALSE,1455
rivers,2,2.34E-05,-10.66277454,-0.1875684413,85470.08547,,15004,FALSE,1455
bonus,2,2.34E-05,-10.66277454,-0.1875684413,85470.08547,,15010,FALSE,1455
distributed,2,2.34E-05,-10.66277454,-0.1875684413,85470.08547,,15012,FALSE,1455
ears,2,2.34E-05,-10.66277454,-0.1875684413,85470.08547,,15014,FALSE,1455
potentially,2,2.34E-05,-10.66277454,-0.1875684413,85470.08547,,15016,FALSE,1455
stolen,2,2.34E-05,-10.66277454,-0.1875684413,85470.08547,,15018,FALSE,1455
feedback,2,2.34E-05,-10.66277454,-0.1875684413,85470.08547,,15020,FALSE,1455
divorce,2,2.34E-05,-10.66277454,-0.1875684413,85470.08547,,15022,FALSE,1455
girlfriend,4,4.68E-05,-9.969627355,-0.401218607,85470.08547,,15008,FALSE,1455
simple,11,0.000129,-8.955698154,-1.228268284,85271.31783,,15033,FALSE,1455
so,269,0.00316,-5.757183251,-46.72423792,85126.58228,,15302,FALSE,1455
working,24,0.000282,-8.173603487,-2.936281413,85106.38298,,15326,FALSE,1455
values,5,5.89E-05,-9.739669467,-0.5133644439,84889.64346,,15331,FALSE,1455
connection,5,5.89E-05,-9.739669467,-0.5133644439,84889.64346,,15336,FALSE,1455
volume,5,5.89E-05,-9.739669467,-0.5133644439,84889.64346,,15341,FALSE,1455
useful,5,5.89E-05,-9.739669467,-0.5133644439,84889.64346,,15346,FALSE,1455
demand,6,7.08E-05,-9.555651557,-0.6279006684,84745.76271,,15352,FALSE,1455
cultural,6,7.08E-05,-9.555651557,-0.6279006684,84745.76271,,15358,FALSE,1455
mountains,3,3.55E-05,-10.24597786,-0.2927978218,84507.04225,,15361,FALSE,1455
register,3,3.55E-05,-10.24597786,-0.2927978218,84507.04225,,15364,FALSE,1455
use,57,0.000676,-7.299317482,-7.808949281,84319.52663,,15421,FALSE,1455
can't,52,0.000617,-7.390641534,-7.035925063,84278.76823,,15473,FALSE,1455
opinion,7,8.32E-05,-9.39426321,-0.7451356049,84134.61538,,15480,FALSE,1455
tomorrow,9,0.000107,-9.142681724,-0.9843938871,84112.14953,,15489,FALSE,1455
standard,9,0.000107,-9.142681724,-0.9843938871,84112.14953,,15498,FALSE,1455
like,205,0.00245,-6.011667254,-34.10035708,83673.46939,,15703,FALSE,1455
m,21,0.000251,-8.290057619,-2.533154891,83665.33865,,15724,FALSE,1455
saved,4,4.79E-05,-9.946395054,-0.4021557538,83507.30689,,15728,FALSE,1455
fuel,4,4.79E-05,-9.946395054,-0.4021557538,83507.30689,,15732,FALSE,1455
rapidly,2,2.40E-05,-10.63745673,-0.1880148659,83333.33333,,15744,FALSE,1455
lowest,2,2.40E-05,-10.63745673,-0.1880148659,83333.33333,,15773,FALSE,1455
choice,10,0.00012,-9.028018815,-1.107662734,83333.33333,,15742,FALSE,1455
seven,10,0.00012,-9.028018815,-1.107662734,83333.33333,,15771,FALSE,1455
happy,17,0.000204,-8.497390564,-2.000614173,83333.33333,,15761,FALSE,1455
dollar,3,3.63E-05,-10.22369282,-0.2934360464,82644.6281,,15776,FALSE,1455
power,28,0.000339,-7.989510451,-3.504595203,82595.87021,,15804,FALSE,1455
degree,7,8.51E-05,-9.371683522,-0.7469308992,82256.16921,,15811,FALSE,1455
sudden,2,2.45E-05,-10.61683744,-0.1883800154,81632.65306,,15813,FALSE,1455
expecting,2,2.45E-05,-10.61683744,-0.1883800154,81632.65306,,15815,FALSE,1455
loans,2,2.45E-05,-10.61683744,-0.1883800154,81632.65306,,15825,FALSE,1455
introduce,2,2.45E-05,-10.61683744,-0.1883800154,81632.65306,,15827,FALSE,1455
boring,2,2.45E-05,-10.61683744,-0.1883800154,81632.65306,,15829,FALSE,1455
definition,4,4.90E-05,-9.92369026,-0.4030758614,81632.65306,,15819,FALSE,1455
vice,4,4.90E-05,-9.92369026,-0.4030758614,81632.65306,,15823,FALSE,1455
thing,40,0.00049,-7.621105167,-5.248582604,81632.65306,,15869,FALSE,1455
fall,11,0.000135,-8.91023578,-1.234535233,81481.48148,,15880,FALSE,1455
rules,10,0.000123,-9.003326203,-1.110700621,81300.81301,,15890,FALSE,1455
telling,6,7.41E-05,-9.510095026,-0.6309085223,80971.65992,,15896,FALSE,1455
saturday,6,7.41E-05,-9.510095026,-0.6309085223,80971.65992,,15902,FALSE,1455
read,25,0.000309,-8.082169281,-3.09322895,80906.14887,,15927,FALSE,1455
moves,3,3.72E-05,-10.1992018,-0.2941406651,80645.16129,,15930,FALSE,1455
egypt,3,3.72E-05,-10.1992018,-0.2941406651,80645.16129,,15933,FALSE,1455
muslim,3,3.72E-05,-10.1992018,-0.2941406651,80645.16129,,15936,FALSE,1455
bible,3,3.72E-05,-10.1992018,-0.2941406651,80645.16129,,15939,FALSE,1455
hurt,7,8.71E-05,-9.348453674,-0.7487869378,80367.3938,,15946,FALSE,1455
purpose,7,8.71E-05,-9.348453674,-0.7487869378,80367.3938,,15953,FALSE,1455
pass,9,0.000112,-9.097011687,-0.9893358731,80357.14286,,15962,FALSE,1455
personal,13,0.000162,-8.727914223,-1.48947385,80246.91358,,15975,FALSE,1455
double,8,0.0001,-9.210340372,-0.8685889638,80000,,15983,FALSE,1455
easier,4,5.01E-05,-9.90148955,-0.4039796214,79840.31936,,15987,FALSE,1455
movies,4,5.01E-05,-9.90148955,-0.4039796214,79840.31936,,15991,FALSE,1455
industry,11,0.000138,-8.888256873,-1.237587995,79710.14493,,16002,FALSE,1455
organic,2,2.51E-05,-10.59264271,-0.1888102954,79681.2749,,16004,FALSE,1455
we'll,5,6.31E-05,-9.670789788,-0.5170208545,79239.30269,,16009,FALSE,1455
ex,5,6.31E-05,-9.670789788,-0.5170208545,79239.30269,,16014,FALSE,1455
yesterday,6,7.59E-05,-9.486093874,-0.6325048097,79051.3834,,16020,FALSE,1455
frame,3,3.80E-05,-10.1779244,-0.2947555791,78947.36842,,16023,FALSE,1455
detail,3,3.80E-05,-10.1779244,-0.2947555791,78947.36842,,16026,FALSE,1455
millions,3,3.80E-05,-10.1779244,-0.2947555791,78947.36842,,16029,FALSE,1455
costs,7,8.91E-05,-9.325751223,-0.750609772,78563.4119,,16036,FALSE,1455
won't,15,0.000191,-8.56323713,-1.751674019,78534.03141,,16051,FALSE,1455
pain,8,0.000102,-9.190537745,-0.8704604912,78431.37255,,16059,FALSE,1455
door,9,0.000115,-9.07057843,-0.9922189715,78260.86957,,16068,FALSE,1455
fact,21,0.000269,-8.220799178,-2.554496168,78066.9145,,16089,FALSE,1455
job,22,0.000282,-8.173603487,-2.691591296,78014.1844,,16111,FALSE,1455
stick,4,5.13E-05,-9.877819806,-0.4049476584,77972.70955,,16115,FALSE,1455
transfer,4,5.13E-05,-9.877819806,-0.4049476584,77972.70955,,16119,FALSE,1455
knife,2,2.57E-05,-10.56901957,-0.1892323112,77821.01167,,16121,FALSE,1455
visiting,2,2.57E-05,-10.56901957,-0.1892323112,77821.01167,,16123,FALSE,1455
subjects,2,2.57E-05,-10.56901957,-0.1892323112,77821.01167,,16125,FALSE,1455
possible,19,0.000245,-8.314252347,-2.285232539,77551.02041,,16144,FALSE,1455
financial,10,0.000129,-8.955698154,-1.116607531,77519.37984,money,16154,TRUE,1465
giving,10,0.000129,-8.955698154,-1.116607531,77519.37984,,16164,FALSE,1465
private,12,0.000155,-8.772085441,-1.367975732,77419.35484,,16176,FALSE,1465
who's,5,6.46E-05,-9.647296147,-0.5182799329,77399.3808,,16181,FALSE,1465
eating,5,6.46E-05,-9.647296147,-0.5182799329,77399.3808,,16186,FALSE,1465
law,25,0.000324,-8.034767042,-3.11147789,77160.49383,,16211,FALSE,1465
applications,3,3.89E-05,-10.15451631,-0.2954350468,77120.82262,,16214,FALSE,1465
platform,3,3.89E-05,-10.15451631,-0.2954350468,77120.82262,,16217,FALSE,1465
opportunities,3,3.89E-05,-10.15451631,-0.2954350468,77120.82262,,16220,FALSE,1465
wave,3,3.89E-05,-10.15451631,-0.2954350468,77120.82262,,16223,FALSE,1465
tech,3,3.89E-05,-10.15451631,-0.2954350468,77120.82262,,16226,FALSE,1465
kinda,3,3.89E-05,-10.15451631,-0.2954350468,77120.82262,,16229,FALSE,1465
every,44,0.000575,-7.461140517,-5.897221732,76521.73913,,16273,FALSE,1465
fun,13,0.00017,-8.679712121,-1.497745526,76470.58824,,16286,FALSE,1465
measure,4,5.25E-05,-9.854697388,-0.4058978011,76190.47619,,16298,FALSE,1465
except,8,0.000105,-9.161550208,-0.8732146655,76190.47619,,16294,FALSE,1465
citizen,2,2.63E-05,-10.54594162,-0.189646413,76045.62738,,16300,FALSE,1465
immigration,2,2.63E-05,-10.54594162,-0.189646413,76045.62738,,16302,FALSE,1465
sand,2,2.63E-05,-10.54594162,-0.189646413,76045.62738,,16304,FALSE,1465
flash,2,2.63E-05,-10.54594162,-0.189646413,76045.62738,,16306,FALSE,1465
chocolate,2,2.63E-05,-10.54594162,-0.189646413,76045.62738,,16308,FALSE,1465
software,5,6.61E-05,-9.624341811,-0.5195160457,75642.9652,,16313,FALSE,1465
head,25,0.000331,-8.013392183,-3.119777421,75528.70091,,16338,FALSE,1465
gas,7,9.33E-05,-9.27969045,-0.7543355069,75026.79528,,16345,FALSE,1465
feet,7,9.33E-05,-9.27969045,-0.7543355069,75026.79528,,16352,FALSE,1465
looks,15,0.0002,-8.517193191,-1.761143567,75000,,16367,FALSE,1465
happening,4,5.37E-05,-9.832097556,-0.4068307883,74487.89572,,16371,FALSE,1465
limit,4,5.37E-05,-9.832097556,-0.4068307883,74487.89572,,16375,FALSE,1465
side,23,0.000309,-8.082169281,-2.845770634,74433.65696,,16398,FALSE,1465
pocket,2,2.69E-05,-10.52338427,-0.1900529286,74349.44238,,16400,FALSE,1465
auto,2,2.69E-05,-10.52338427,-0.1900529286,74349.44238,,16422,FALSE,1465
makes,20,0.000269,-8.220799178,-2.432853493,74349.44238,,16420,FALSE,1465
decision,11,0.000148,-8.818298284,-1.247406205,74324.32432,,16433,FALSE,1465
go,83,0.00112,-6.794426594,-12.21589473,74107.14286,,16516,FALSE,1465
model,10,0.000135,-8.91023578,-1.122304757,74074.07407,,16538,FALSE,1465
sense,12,0.000162,-8.727914223,-1.374898938,74074.07407,,16528,FALSE,1465
protection,5,6.76E-05,-9.601902575,-0.5207301325,73964.49704,,16543,FALSE,1465
collection,6,8.13E-05,-9.417364541,-0.6371209242,73800.73801,,16549,FALSE,1465
soon,16,0.000219,-8.426438828,-1.898785516,73059.36073,,16565,FALSE,1465
pretty,16,0.000219,-8.426438828,-1.898785516,73059.36073,,16581,FALSE,1465
really,62,0.000851,-7.069098429,-8.770566801,72855.46416,,16643,FALSE,1465
studying,2,2.75E-05,-10.50132455,-0.1904521653,72727.27273,,16645,FALSE,1465
choices,2,2.75E-05,-10.50132455,-0.1904521653,72727.27273,,16647,FALSE,1465
visible,2,2.75E-05,-10.50132455,-0.1904521653,72727.27273,,16649,FALSE,1465
abroad,2,2.75E-05,-10.50132455,-0.1904521653,72727.27273,,16651,FALSE,1465
chart,2,2.75E-05,-10.50132455,-0.1904521653,72727.27273,,16653,FALSE,1465
real,27,0.000372,-7.896616704,-3.419185838,72580.64516,,16680,FALSE,1465
considered,10,0.000138,-8.888256873,-1.125079995,72463.76812,,16690,FALSE,1465
rest,12,0.000166,-8.70352277,-1.378752066,72289.15663,,16702,FALSE,1465
reserve,3,4.17E-05,-10.08500943,-0.2974712142,71942.44604,,16705,FALSE,1465
book,18,0.000251,-8.290057619,-2.17127562,71713.14741,,16723,FALSE,1465
image,7,9.77E-05,-9.233608999,-0.7581001102,71647.90174,,16730,FALSE,1465
offer,8,0.000112,-9.097011687,-0.879409665,71428.57143,,16754,FALSE,1465
text,8,0.000112,-9.097011687,-0.879409665,71428.57143,,16762,FALSE,1465
understand,16,0.000224,-8.403864506,-1.903886002,71428.57143,,16746,FALSE,1465
same,46,0.000646,-7.344711054,-6.263010166,71207.43034,,16808,FALSE,1465
automatically,4,5.62E-05,-9.786593801,-0.4087223891,71174.37722,,16812,FALSE,1465
tv,11,0.000155,-8.772085441,-1.253977754,70967.74194,,16823,FALSE,1465
components,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,,16825,FALSE,1465
believes,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,,16827,FALSE,1465
passion,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,,16829,FALSE,1465
duties,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,,16831,FALSE,1465
topic,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,,16833,FALSE,1465
muscle,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,,16835,FALSE,1465
machines,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,ml,16837,TRUE,1467
rid,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,,16839,FALSE,1467
mirror,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,,16841,FALSE,1467
tied,2,2.82E-05,-10.47618858,-0.1909091255,70921.98582,,16843,FALSE,1467
live,24,0.000339,-7.989510451,-3.003938745,70796.46018,,16867,FALSE,1467
bad,24,0.000339,-7.989510451,-3.003938745,70796.46018,,16891,FALSE,1467
trial,5,7.08E-05,-9.555651557,-0.523250557,70621.46893,,16896,FALSE,1467
adding,3,4.27E-05,-10.06131164,-0.2981718595,70257.61124,,16899,FALSE,1467
begins,3,4.27E-05,-10.06131164,-0.2981718595,70257.61124,,16902,FALSE,1467
plan,13,0.000186,-8.589763884,-1.51342926,69892.47312,,16915,FALSE,1467
table,9,0.000129,-8.955698154,-1.004946778,69767.44186,,16924,FALSE,1467
walk,8,0.000115,-9.07057843,-0.8819724191,69565.21739,,16932,FALSE,1467
farmers,2,2.88E-05,-10.45513517,-0.1912935574,69444.44444,,16934,FALSE,1467
lesson,2,2.88E-05,-10.45513517,-0.1912935574,69444.44444,,16936,FALSE,1467
happiness,2,2.88E-05,-10.45513517,-0.1912935574,69444.44444,,16938,FALSE,1467
amounts,2,2.88E-05,-10.45513517,-0.1912935574,69444.44444,,16940,FALSE,1467
protein,2,2.88E-05,-10.45513517,-0.1912935574,69444.44444,,16942,FALSE,1467
put,31,0.000447,-7.712951963,-4.019213415,69351.23043,,16973,FALSE,1467
kind,19,0.000275,-8.19873946,-2.317429416,69090.90909,,16992,FALSE,1467
california,5,7.24E-05,-9.533304259,-0.524477124,69060.77348,,16997,FALSE,1467
enter,5,7.24E-05,-9.533304259,-0.524477124,69060.77348,,17002,FALSE,1467
himself,12,0.000174,-8.656455259,-1.386248717,68965.51724,,17014,FALSE,1467
obvious,3,4.37E-05,-10.03816246,-0.2988594788,68649.88558,,17017,FALSE,1467
buying,3,4.37E-05,-10.03816246,-0.2988594788,68649.88558,,17020,FALSE,1467
linked,3,4.37E-05,-10.03816246,-0.2988594788,68649.88558,,17023,FALSE,1467
stay,14,0.000204,-8.497390564,-1.647564613,68627.45098,,17037,FALSE,1467
army,8,0.000117,-9.053336623,-0.8836521089,68376.06838,,17045,FALSE,1467
v,8,0.000117,-9.053336623,-0.8836521089,68376.06838,,17053,FALSE,1467
customers,4,5.89E-05,-9.739669467,-0.4106915551,67911.71477,,17057,FALSE,1467
conflict,4,5.89E-05,-9.739669467,-0.4106915551,67911.71477,,17061,FALSE,1467
certain,11,0.000162,-8.727914223,-1.260324027,67901.23457,,17072,FALSE,1467
price,11,0.000162,-8.727914223,-1.260324027,67901.23457,,17083,FALSE,1467
but,283,0.00417,-5.479839243,-51.64385075,67865.70743,,17366,FALSE,1467
without,34,0.000501,-7.598904457,-4.474329187,67864.27146,,17400,FALSE,1467
spiritual,2,2.95E-05,-10.43112029,-0.1917339599,67796.61017,,17402,FALSE,1467
israeli,2,2.95E-05,-10.43112029,-0.1917339599,67796.61017,politics,17404,TRUE,1469
inner,2,2.95E-05,-10.43112029,-0.1917339599,67796.61017,,17406,FALSE,1469
dna,2,2.95E-05,-10.43112029,-0.1917339599,67796.61017,,17428,FALSE,1469
gross,2,2.95E-05,-10.43112029,-0.1917339599,67796.61017,,17430,FALSE,1469
absence,2,2.95E-05,-10.43112029,-0.1917339599,67796.61017,,17432,FALSE,1469
doesn't,20,0.000295,-8.128535202,-2.460467908,67796.61017,,17426,FALSE,1469
about,162,0.0024,-6.032286542,-26.85548819,67500,,17594,FALSE,1469
imagine,5,7.41E-05,-9.510095026,-0.525757102,67476.38327,,17599,FALSE,1469
