starttime	text	fname	is_action	dates	locations	names
1487.57	um which is really nice and fun and good to hold and nice , big , easy buttons to press , but still quite simple and quite cost effective .	ES2013c.C.words.xml	press	[]	[]	[]
1550.27	And so on that you can , just much in the same way as an existing Sky remote , scroll along , scroll up and down .	ES2013c.C.words.xml	scroll	[]	[]	[Sky]
1639.27	s engineer .	ES2013c.C.words.xml	engineer	[]	[]	[]
1698.85	And enter in the middle , so you pick your menu and then your different options and when when you click on each one , it you can go into a new menu for that .	ES2013c.C.words.xml	enter	[]	[]	[]
1711.87	Really we'd have to use something to show you , but 	ES2013c.C.words.xml	have	[]	[]	[]
1731.72	It does scroll , but it is hugely complicated .	ES2013c.C.words.xml	scroll	[]	[]	[]
1792.99	Look at look at this one .	ES2013c.C.words.xml	Look	[]	[]	[]
1803.89	Might take up your whole living room .	ES2013c.C.words.xml	take	[]	[]	[]
1864.0	uh we do need to avoid little ambiguities like these .	ES2013c.C.words.xml	need	[]	[]	[]
2043.62	But it does depend how much 	ES2013c.C.words.xml	depend	[]	[]	[]
2060.04	Do your exercises while you're watching the T.V. .	ES2013c.C.words.xml	Do	[]	[]	[T.V.]
2191.6	Well you do get a bit carried away with things that are tactile , you just wanna stroke them and squeeze them , and 	ES2013c.C.words.xml	get	[]	[]	[wanna]
2220.81	Just copy the one on the left .	ES2013c.C.words.xml	copy	[]	[]	[]
2227.67	Well , like four buttons , up , down , left and right with enter in the middle , that will correspond to a menu on the screen .	ES2013c.C.words.xml	correspond	[]	[]	[]
2237.06	Yeah , I'd like push buttons with 	ES2013c.C.words.xml	push	[]	[]	[]
2241.8	So push buttons 	ES2013c.C.words.xml	push	[]	[]	[]
299.9	'Cause I can take forever on this .	TS3006a.C.words.xml	take	[]	[]	[]
398.61	Dude you're a good drawer .	TS3006a.C.words.xml	Dude	[]	[]	[]
429.14	They kind of l look like mole legs .	TS3006a.C.words.xml	look	[]	[]	[]
510.31	Let's see .	TS3006a.C.words.xml	Let	[]	[]	[]
570.73	Excuse my language .	TS3006a.C.words.xml	Excuse	[]	[]	[]
587.42	Or do I need to use more colours and 	TS3006a.C.words.xml	need	[]	[]	[]
712.2	So I had to uh , I dunno , make an overview for myself about what I have to do , and kind of let it work in to get ideas about 	TS3006a.C.words.xml	make	[]	[]	[]
792.43	I mean , you wanna ch ch flip the channel but you might wanna use teletext also .	TS3006a.C.words.xml	flip	[]	[]	[ch, ch, teletext]
1049.09	We'll do our best .	TS3006a.C.words.xml	do	[]	[]	[]
1122.84	Yeah I I know what you mean , but you'll ne need several other buttons for a video player .	TS3006a.C.words.xml	need	[]	[]	[ne]
1146.98	Whatever , I'll just put my ideas in uh 	TS3006a.C.words.xml	put	[]	[]	[]
1150.93	in here and then we can discuss it with the next uh 	TS3006a.C.words.xml	discuss	[]	[]	[]
1206.88	See you later .	TS3006a.C.words.xml	See	[]	[]	[]
337.4	then we we could use it .	IS1001c.C.words.xml	use	[]	[]	[]
501.4	So , just move to the next slide .	IS1001c.C.words.xml	move	[]	[]	[]
538.99	Well this these uh these remotes are quite big , so go to the next page , so .	IS1001c.C.words.xml	go	[]	[]	[]
570.0	So basically , w software we will build will look more or less the same as these two .	IS1001c.C.words.xml	look	[]	[]	[]
597.3	you open it , it can break , you ca you can do various things .	IS1001c.C.words.xml	break	[]	[]	[]
647.67	We could use the some wheels can be pushed down , could use the push down of the wheel for the record if we want .	IS1001c.C.words.xml	use	[]	[]	[]
654.19	Uh so we could just basically use one just wheel and uh user could use just the wheel to do everything with the channels in that case .	IS1001c.C.words.xml	use	[]	[]	[]
817.21	You can throw it to the television .	IS1001c.C.words.xml	throw	[]	[]	[]
940.86	You can make it um 	IS1001c.C.words.xml	make	[]	[]	[]
1017.33	Yeah so you can just have uh just have this curve , yeah , and you move uh your hand here to press the buttons and then you move uh on the other side .	IS1001c.C.words.xml	have	[]	[]	[]
1037.3	You can put also vibrator inside .	IS1001c.C.words.xml	put	[]	[]	[]
1044.79	You can also take into account the fact that the banana fits with the colour scheme of our company .	IS1001c.C.words.xml	take	[]	[]	[]
1208.97	Or you could use use this one , but I don't know if it's very comfortable , to use this one for the wheel .	IS1001c.C.words.xml	use	[]	[]	[]
1217.36	Should have the two sides .	IS1001c.C.words.xml	have	[]	[]	[]
1417.52	Maybe you can make uh uh mm okay .	IS1001c.C.words.xml	make	[]	[]	[]
119.59	So you can make it very easy to use .	TS3004d.B.words.xml	make	[]	[]	[]
122.41	'Cause you can write a lot of comments besides it .	TS3004d.B.words.xml	write	[]	[]	[]
166.1	I'll give comments .	TS3004d.B.words.xml	give	[]	[]	[]
255.67	But um I can imagine that you have to input your voice or something .	TS3004d.B.words.xml	imagine	[]	[]	[]
271.89	Yeah , you can put 'em all on the back .	TS3004d.B.words.xml	put	[]	[]	[]
289.99	I can imagine you need at least four buttons or something .	TS3004d.B.words.xml	imagine	[]	[]	[]
327.67	will uh will show up .	TS3004d.B.words.xml	show	[]	[]	[]
374.92	I'll get back to later .	TS3004d.B.words.xml	get	[]	[]	[]
400.68	Um we'll use hard plastic .	TS3004d.B.words.xml	use	[]	[]	[]
409.39	Colour changeable .	TS3004d.B.words.xml	Colour	[]	[]	[]
488.04	You can do it that it claps open , but I think that's not solid enough .	TS3004d.B.words.xml	do	[]	[]	[]
516.48	scroll in the , navigate the menu .	TS3004d.B.words.xml	navigate	[]	[]	[]
534.92	So you have one left for the Right , the video channel , Play Station , etcetera .	TS3004d.B.words.xml	Play	[]	[]	[Play, Station]
584.53	Mm where do we have 	TS3004d.B.words.xml	have	[]	[]	[]
617.64	Just press it once , the colour should uh switch .	TS3004d.B.words.xml	press	[]	[]	[]
762.81	Um do we need to fix that or 	TS3004d.B.words.xml	need	[]	[]	[]
817.88	If you do it abo above or below , it takes uh more space .	TS3004d.B.words.xml	abo	[]	[]	[]
1129.64	To light it all up .	TS3004d.B.words.xml	light	[]	[]	[]
1374.29	Save .	TS3004d.B.words.xml	Save	[]	[]	[]
1461.02	You can different front uh 	TS3004d.B.words.xml	different	[]	[]	[]
1508.23	To call .	TS3004d.B.words.xml	call	[]	[]	[]
1762.07	check the time , etcetera .	TS3004d.B.words.xml	check	[]	[]	[]
2035.35	Oh , what do we have to do now .	TS3004d.B.words.xml	have	[]	[]	[]
2052.77	Mm we can do it afterwards , so 	TS3004d.B.words.xml	do	[]	[]	[]
2233.1	I do agree with that .	TS3004d.B.words.xml	agree	[]	[]	[]
2343.14	Come on .	TS3004d.B.words.xml	Come	[]	[]	[]
2422.88	I'll put it here .	TS3004d.B.words.xml	put	[]	[]	[]
2459.27	Then do it correctly .	TS3004d.B.words.xml	do	[]	[]	[]
2510.99	Pen , select select pen .	TS3004d.B.words.xml	select	[]	[]	[Pen]
2525.73	Oh yeah , I can know it .	TS3004d.B.words.xml	know	[]	[]	[]
2678.59	Come on .	TS3004d.B.words.xml	Come	[]	[]	[]
2706.09	Mm I'll clean that up later .	TS3004d.B.words.xml	clean	[]	[]	[]
65.17	Yeah , and have this discussion every two years .	IB4002.C.words.xml	have	[two years]	[]	[]
74.06	make sense for everyone .	IB4002.C.words.xml	make	[]	[]	[]
75.27	So we can choose where to put uh , I would say , the the the three first one of the list .	IB4002.C.words.xml	choose	[]	[]	[]
133.4	can switch .	IB4002.C.words.xml	switch	[]	[]	[]
157.69	So we need to put Pirette , Andrei and Nancy do we want to the the question is now is do we want to put the three together or the three completely separate 	IB4002.C.words.xml	want	[]	[]	[Pirette, Andrei, Nancy]
258.62	So we might think that it's better to have a more comfortable office than a more comfortable reading room , I don't know , it change the plan of the morning , I'm sorry , but I just realised that stupid architect put only one windows .	IB4002.C.words.xml	think	[]	[]	[]
319.95	Say it again .	IB4002.C.words.xml	Say	[]	[]	[]
371.15	Let's put a fifty per cent so 	IB4002.C.words.xml	Let	[]	[]	[]
383.78	You will learn to know him .	IB4002.C.words.xml	learn	[]	[]	[]
460.77	So and can you put the the map again , so we s see what happen .	IB4002.C.words.xml	put	[]	[]	[]
524.69	Pick a room .	IB4002.C.words.xml	Pick	[]	[]	[]
597.68	And we might put Martin and Andrei and someone else in the three person room , since the fifty per cent , it's a good 	IB4002.C.words.xml	put	[]	[]	[Martin, Andrei]
956.42	to change a little bit this disadvantage we put somebody fifty per cent , in 	IB4002.C.words.xml	change	[]	[]	[]
960.95	three person room , so we could do the same in the three person rooms , but there is still this problem yeah .	IB4002.C.words.xml	do	[]	[]	[]
1034.01	You can move with your desktop , yeah .	IB4002.C.words.xml	move	[]	[]	[]
1077.93	Keep this office for reception people .	IB4002.C.words.xml	Keep	[]	[]	[]
1120.6	Yeah , to find us and it's also quite noisy when you have this kind of 	IB4002.C.words.xml	find	[]	[]	[]
1529.88	And since you nee you will meet the administrator , can we ask for a coffee machine somewhere .	IB4002.C.words.xml	meet	[]	[]	[]
1557.08	Yeah but try .	IB4002.C.words.xml	try	[]	[]	[]
31.33	And they require that the uh actually I'll get to that at the end point number four , um we'll get what you've got and then we can see what we can adapt from it .	ES2005b.C.words.xml	get	[]	[]	[]
86.78	Uh there we go , just screw 'em on in .	ES2005b.C.words.xml	screw	[]	[]	[]
106.71	Should do it , good one .	ES2005b.C.words.xml	do	[]	[]	[]
127.14	Hold on , sorry .	ES2005b.C.words.xml	Hold	[]	[]	[]
329.15	Just escape .	ES2005b.C.words.xml	escape	[]	[]	[]
639.59	That can come under Arlo as well .	ES2005b.C.words.xml	come	[]	[]	[Arlo]
917.08	Let's remember that .	ES2005b.C.words.xml	Let	[]	[]	[]
973.62	But sure surely that would have to be um sort of specific rather than above a threshold 'cause if you had a loud movie on you're likely to get it beeping back at you .	ES2005b.C.words.xml	have	[]	[]	[]
1049.09	If you if you can build space craft you'll have no problem with a remote control , yeah .	ES2005b.C.words.xml	have	[]	[]	[]
1254.23	'Kay , thank you very much , um I'll take that back .	ES2005b.C.words.xml	take	[]	[]	[Kay]
1303.08	Um , dunno what Oracle would have to say with that but never mind .	ES2005b.C.words.xml	dunno	[]	[]	[Oracle]
1394.69	We'll use the the basic functions for a television .	ES2005b.C.words.xml	use	[]	[]	[]
1400.49	Um okay hold on .	ES2005b.C.words.xml	hold	[]	[]	[]
1409.23	So sorta strike a balance between a a few and a or it looks like we're just cutting on the um 	ES2005b.C.words.xml	strike	[]	[]	[]
1416.6	I do however have this from over my head , that they don't want teletext on it .	ES2005b.C.words.xml	have	[]	[]	[]
1424.26	Uh maybe Raj you could find out what people would think about that , or maybe they'll send 	ES2005b.C.words.xml	find	[]	[]	[]
1429.87	some information about that , about um what people , whether people would require um teletext in a remote teletext option in a remote control .	ES2005b.C.words.xml	require	[]	[]	[]
1470.4	However that does sound a bit like the 	ES2005b.C.words.xml	sound	[]	[]	[]
1603.49	Yeah , or a yeah an advert an advert for B.B.C. two on B.B.C. one'll switch the channel for you kinda thing .	ES2005b.C.words.xml	switch	[]	[]	[B.B.C., B.B.C., one'll]
1669.79	That we should just stick on , yeah .	ES2005b.C.words.xml	stick	[]	[]	[]
1716.23	It might do us out of a job .	ES2005b.C.words.xml	do	[]	[]	[]
1765.0	you might have trouble incorporating the screen .	ES2005b.C.words.xml	have	[]	[]	[]
1790.96	Contrast contra well .	ES2005b.C.words.xml	Contrast	[]	[]	[]
1811.17	Okay , well we can use we can still use the glow in the dark as a gimmick essentially , um if we're gonna have to if we're gonna have the logo on as well , bright yellow logo in our our um 	ES2005b.C.words.xml	use	[]	[]	[]
1825.54	Uh then you know they're gonna be fairly brightly coloured anyway , and we can have sort of a a a trimming as well , of the glow in the dark material , just as gimmickyness .	ES2005b.C.words.xml	have	[]	[]	[]
1865.77	Um , okay so scratch that .	ES2005b.C.words.xml	scratch	[]	[]	[]
1918.15	So we'll stick with sort of programmability um for the buttons that we do have .	ES2005b.C.words.xml	stick	[]	[]	[]
1945.76	If you could find out that uh 	ES2005b.C.words.xml	find	[]	[]	[]
2018.06	And also , integrating the , remember to integrate the logo and the s slogan .	ES2005b.C.words.xml	remember	[]	[]	[]
2026.81	Um can you put all these reports in the project documents folder if they're not already in there as well .	ES2005b.C.words.xml	put	[]	[]	[]
2035.49	And um I'll put any I'm I'm putting anything I do in there anyway , so uh 	ES2005b.C.words.xml	put	[]	[]	[]
2078.76	And I will tr getting strings of um information , I'll try and forward any specific to anybody in particular , as soon as I get them now , rather than I was about to sort of tell you about the changes before the meeting , and then the meeting turned up , so 	ES2005b.C.words.xml	try	[]	[]	[]
180.62	So w it's we will try to do our best , and hopefully come with something very new and that 	IS1005a.A.words.xml	come	[]	[]	[]
248.2	So we can try to use uh the whiteboard here .	IS1005a.A.words.xml	try	[]	[]	[]
256.33	For example we can try to write what is our our favourite animal and write the f our favourite characteristics about it .	IS1005a.A.words.xml	try	[]	[]	[]
310.27	So I will ask you all to do the same .	IS1005a.A.words.xml	ask	[]	[]	[]
325.0	Yeah , yeah , you can draw the picture , of course .	IS1005a.A.words.xml	draw	[]	[]	[]
541.96	You can draw it , if you want .	IS1005a.A.words.xml	draw	[]	[]	[]
682.16	So , if you have some experience , good or bad , with remote controls you can share it and say what you f what is your idea .	IS1005a.A.words.xml	share	[]	[]	[]
867.16	Let's continue .	IS1005a.A.words.xml	Let	[]	[]	[]
867.75	I have a meeting in five minutes , so maybe we should hurry .	IS1005a.A.words.xml	hurry	[]	[]	[]
874.98	So we will close uh this meeting .	IS1005a.A.words.xml	close	[]	[]	[]
878.56	So we will have a next meeting in uh thirty minutes .	IS1005a.A.words.xml	have	[]	[]	[]
889.89	The So I will ask you to do some work .	IS1005a.A.words.xml	ask	[]	[]	[]
893.49	Uh the the interface interface developer will work on the on the design of the remote control , start to to have new idea and 	IS1005a.A.words.xml	work	[]	[]	[]
905.73	read about Yeah .	IS1005a.A.words.xml	read	[]	[]	[]
959.72	Um , you will receive by email uh the specific instructions and uh by your personal coach .	IS1005a.A.words.xml	receive	[]	[]	[]
374.79	But to get a cluster the location that is uh a place where uh noise is regularly coming from .	IN1009.C.words.xml	get	[]	[]	[]
1030.61	For the first application we will do with uh prototypes , it will be more about quantity uh of speech or how long , how much someone speak , but when we will go to final uh details , if I'm talking and someone say yes yes yes from time to time , it show that he's participating , and obviously it makes different that if someone is talking and one is replying never uh nor moving or nor having eyes open 	IN1009.C.words.xml	do	[]	[]	[]
1074.78	Go through them .	IN1009.C.words.xml	Go	[]	[]	[]
1096.4	Try .	IN1009.C.words.xml	Try	[]	[]	[]
294.62	And uh dunno know why but looks like nice to me .	ES2007a.B.words.xml	know	[]	[]	[]
770.31	So do we have to be realistic within the budget or 	ES2007a.B.words.xml	have	[]	[]	[]
850.08	I can real keep it really really simple on one side and the other side be very complicated .	ES2007a.B.words.xml	keep	[]	[]	[]
864.42	No , but you would slide it into uh someth like something on the back would hold like you wouldn't be able to press the buttons , but 	ES2007a.B.words.xml	slide	[]	[]	[]
890.57	Start breaking up .	ES2007a.B.words.xml	Start	[]	[]	[]
1164.78	Do you think our two kind of overlap , because 	ES2007a.B.words.xml	think	[]	[]	[]
151.31	You can look at the final report , 'cause I have to record everything we are deciding and such , so I'm trying to write it down between everything else .	TS3006c.A.words.xml	look	[]	[]	[]
193.83	So who wants go .	TS3006c.A.words.xml	go	[]	[]	[]
513.18	Calculator's can do it .	TS3006c.A.words.xml	do	[]	[]	[]
1060.57	So you can hold it .	TS3006c.A.words.xml	hold	[]	[]	[]
1168.93	Well we could make a compromise between that .	TS3006c.A.words.xml	make	[]	[]	[]
1182.29	So to appeal a little more to the all the public .	TS3006c.A.words.xml	appeal	[]	[]	[]
1208.12	Yeah I'd agree .	TS3006c.A.words.xml	agree	[]	[]	[]
1270.14	can turn it maybe .	TS3006c.A.words.xml	turn	[]	[]	[]
1271.79	To switch from buttons to interface hmm .	TS3006c.A.words.xml	switch	[]	[]	[]
1315.98	If you can uh flip .	TS3006c.A.words.xml	flip	[]	[]	[]
1338.91	make this 	TS3006c.A.words.xml	make	[]	[]	[]
1385.89	But you can hide the okay and the back uh button .	TS3006c.A.words.xml	hide	[]	[]	[]
1405.49	You could just make it mechanical .	TS3006c.A.words.xml	make	[]	[]	[]
1436.01	So it can bounce .	TS3006c.A.words.xml	bounce	[]	[]	[]
1480.1	Maybe can design two versions .	TS3006c.A.words.xml	design	[]	[]	[]
1640.59	You could also make line with uh Yeah .	TS3006c.A.words.xml	make	[]	[]	[]
1737.75	And then you can use yellow or semething .	TS3006c.A.words.xml	use	[]	[]	[]
1914.8	You can make them red .	TS3006c.A.words.xml	make	[]	[]	[]
1951.11	change the colour so 	TS3006c.A.words.xml	change	[]	[]	[]
2008.86	You will do the evaluation .	TS3006c.A.words.xml	do	[]	[]	[]
2029.98	Yeah but maybe you can do the evaluation you don't have to evaluate yet but you can make a procedure which to follow .	TS3006c.A.words.xml	do	[]	[]	[]
2051.36	Look-and-feel and 	TS3006c.A.words.xml	Look	[]	[]	[]
2077.39	show to the management .	TS3006c.A.words.xml	show	[]	[]	[]
2091.78	Oh and save this uh board .	TS3006c.A.words.xml	save	[]	[]	[]
2095.41	Just save it .	TS3006c.A.words.xml	save	[]	[]	[]
2108.64	You can also include clip-art .	TS3006c.A.words.xml	include	[]	[]	[]
2112.44	So if you'll rather draw in paint or something 	TS3006c.A.words.xml	draw	[]	[]	[]
2127.73	then look .	TS3006c.A.words.xml	look	[]	[]	[]
2145.15	You can also include it .	TS3006c.A.words.xml	include	[]	[]	[]
2397.28	Keep the flip live .	TS3006c.A.words.xml	Keep	[]	[]	[]
2517.47	So maybe you can include that somewhere .	TS3006c.A.words.xml	include	[]	[]	[]
126.64	Um maybe we should bring so that the camera can see .	ES2005d.A.words.xml	bring	[]	[]	[]
329.9	Say it for the camera .	ES2005d.A.words.xml	Say	[]	[]	[]
488.25	Well we can work around that um 	ES2005d.A.words.xml	work	[]	[]	[]
492.43	Cut things out .	ES2005d.A.words.xml	Cut	[]	[]	[]
529.53	We should fire the accountants .	ES2005d.A.words.xml	fire	[]	[]	[]
532.85	Fire the accountants .	ES2005d.A.words.xml	Fire	[]	[]	[]
540.15	Ah yeah , we could add things .	ES2005d.A.words.xml	add	[]	[]	[]
543.82	Maybe if you click back in that bottom right cell , where you're starting from , and then use the arrow keys .	ES2005d.A.words.xml	use	[]	[]	[]
752.72	Uh maybe we should start cleaning up the clay .	ES2005d.A.words.xml	start	[]	[]	[]
1349.01	Yeah round it up to two .	ES2005d.A.words.xml	round	[]	[]	[]
1405.13	As far as the uh technology it its' got the latest trends in speech technology , but it's missing the screen , as we said , um but it does have the push-buttons , or the scroll-buttons , 	ES2005d.A.words.xml	have	[]	[]	[]
1426.96	I'd give it a kinda middle of the road for 	ES2005d.A.words.xml	give	[]	[]	[]
1564.42	I'll go with two .	ES2005d.A.words.xml	go	[]	[]	[]
98.7	Um , do I need to plugged in .	ES2015b.B.words.xml	need	[]	[]	[]
122.8	I will take this time just to apologise .	ES2015b.B.words.xml	take	[]	[]	[]
147.87	And it needs to um allow a person to have a portable desi device , so they can control the television from wherever they are .	ES2015b.B.words.xml	control	[]	[]	[]
191.06	And we could use illuminated buttons , which we are all familiar with when we're using a mobile phone , or um something fam familiar .	ES2015b.B.words.xml	use	[]	[]	[]
201.98	Or we could use fluorescent materials which would just um take in the light during the day , and then as soon as they go off they would glow in the dark .	ES2015b.B.words.xml	use	[]	[]	[]
210.27	Um , also we could use um an alarm .	ES2015b.B.words.xml	use	[]	[]	[]
214.35	So if we lost the um remote control , perhaps there could be a button on the television set itself , which you could press , and then an alarm from the handset would sound where it was , hopefully in the room .	ES2015b.B.words.xml	press	[]	[]	[]
229.5	Um , so that would work .	ES2015b.B.words.xml	work	[]	[]	[]
232.15	Go back there .	ES2015b.B.words.xml	Go	[]	[]	[]
263.82	So , for example , a screw that's holding something together could expand and it would force all the components apart .	ES2015b.B.words.xml	expand	[]	[]	[]
270.63	So um , the benefits of this for our product would be that when it came to the end of its product life , if it was heated , um everything would spring apart .	ES2015b.B.words.xml	spring	[]	[]	[]
321.62	Yeah they would , um you would make the , the product as you normally would , apart from the , the bits that hold it all together would be made out of this shape-memory alloy .	ES2015b.B.words.xml	make	[]	[]	[]
341.47	I mean , the user would return the p product to the company , 'cause it's the product's responsibility to get rid of what they've made .	ES2015b.B.words.xml	return	[]	[]	[]
350.12	Um , and then the company could then just use , make use of this shape-memory alloys to split up the components , and then either reuse some bits , and other bits which are obviously gonna wear out with time , or not usable , they might be like be able to put into scrap metal .	ES2015b.B.words.xml	use	[]	[]	[]
368.73	Something like the case , if it's scratched or something , you would want to reuse it , but you might be able to melt it down and reuse it again somewhere else .	ES2015b.B.words.xml	want	[]	[]	[]
381.15	You could we could probably empl em employ a , a side company or something to do that for us .	ES2015b.B.words.xml	empl	[]	[]	[]
436.35	All you need is just the heat , so they self-destruct themselves .	ES2015b.B.words.xml	destruct	[]	[]	[]
467.03	Sorry , should I go back .	ES2015b.B.words.xml	go	[]	[]	[]
468.89	This would actually show the circuit diagram .	ES2015b.B.words.xml	show	[]	[]	[]
775.21	And limit the design .	ES2015b.B.words.xml	limit	[]	[]	[]
1142.89	To get the right reception and picture , I suppose .	ES2015b.B.words.xml	get	[]	[]	[]
1390.73	teletext at your fingers , without having to access that through the television .	ES2015b.B.words.xml	teletext	[]	[]	[]
1670.18	Work on that .	ES2015b.B.words.xml	Work	[]	[]	[]
1802.54	Or vibrate just the same as a mobile phone .	ES2015b.B.words.xml	vibrate	[]	[]	[]
1821.25	If Do you mean the the link between the Well , if the button was actually on 	ES2015b.B.words.xml	mean	[]	[]	[]
1869.44	Um , unless some way , it could have some universal connection to like the socket , the same socket that the T.V.'s supplied from .	ES2015b.B.words.xml	have	[]	[]	[T.V.]
2075.73	And as you're saying like numbers can wear off if they're just sort of like painted on , you know printed .	ES2015b.B.words.xml	wear	[]	[]	[]
2122.29	Yeah , and we could Yeah there are now like loads , or a huge range of different colours that it could light up in as well , which could like link in with the company colours .	ES2015b.B.words.xml	link	[]	[]	[]
2201.02	Like you can have changeable um mobile covers or something .	ES2015b.B.words.xml	have	[]	[]	[]
2235.82	And also possible I mean , uh , we could gain out of that by advertising certain T.V. shows , or 	ES2015b.B.words.xml	gain	[]	[]	[T.V.]
2272.73	Let's 	ES2015b.B.words.xml	Let	[]	[]	[]
0.07	Hey look , these are microphones they uh they're for women's shirts .	IB4004.A.words.xml	look	[]	[]	[]
157.04	If we could avoid it , it would much simplify things , but uh , well , we'll see .	IB4004.A.words.xml	avoid	[]	[]	[]
173.32	It it's more a matter of how to arrange the furniture , but uh since we are experts at this task uh okay , so maybe we could count on on four places , but the final decision is not really ours , so uh we'll see actually this 	IB4004.A.words.xml	count	[]	[]	[]
246.78	In red you have the uh uh oh , excuse me , that's quite uh annoying , excuse me .	IB4004.A.words.xml	excuse	[]	[]	[]
256.57	Oh , yeah , um , can I can I call you a bit later in about half an hour .	IB4004.A.words.xml	call	[]	[]	[]
370.36	Yeah , we'll have to check tha yeah , but the printer is quite small if we fi find just a small table for it .	IB4004.A.words.xml	have	[]	[]	[]
376.96	maybe one day we'll have a photocopy that is also a printer .	IB4004.A.words.xml	have	[one day]	[]	[]
413.26	If you can suggest something uh better , because she's with two people who uh well , two P.H.D. students , and it's true that she has , yeah , a lot of phone calls to make , but um it's some way to to solve some constraints .	IB4004.A.words.xml	suggest	[]	[]	[]
431.33	Uh if you want we can use this document or we could just , say , first listen to your suggestions and see if we erase everything or just do some modifications using this one .	IB4004.A.words.xml	use	[]	[]	[]
502.31	Yeah , we could store files there and things like that .	IB4004.A.words.xml	store	[]	[]	[]
510.37	Okay , so if you want I can already do this change here .	IB4004.A.words.xml	do	[]	[]	[]
554.56	So maybe I would suggest let me le k can I hear also let us hear from you .	IB4004.A.words.xml	suggest	[]	[]	[]
561.25	And then if we can work out a solu a common solution from this one , then we go back to to this slide .	IB4004.A.words.xml	work	[]	[]	[]
567.77	And if not , um we'll just , well start from scratch .	IB4004.A.words.xml	start	[]	[]	[]
586.9	Yeah , I'll try .	IB4004.A.words.xml	try	[]	[]	[]
587.7	I'll bring my walkman and uh 	IB4004.A.words.xml	bring	[]	[]	[]
629.25	I will display uh yeah , this is the empty one .	IB4004.A.words.xml	display	[]	[]	[]
633.47	So so you would put uh 	IB4004.A.words.xml	put	[]	[]	[]
643.39	you can you can even stand and just show us there .	IB4004.A.words.xml	stand	[]	[]	[]
650.82	Okay , so we would prefer the names .	IB4004.A.words.xml	prefer	[]	[]	[]
847.94	I um so we could put Nancy with David and uh put Agnes yeah .	IB4004.A.words.xml	put	[]	[]	[Nancy, David, Agnes]
1026.34	And we'll find some way to um , well , attach it to a wall or something like this .	IB4004.A.words.xml	find	[]	[]	[]
1239.54	And uh here we'll put two places for visitors .	IB4004.A.words.xml	put	[]	[]	[]
1255.96	Okay , so that could take the the free place over there .	IB4004.A.words.xml	take	[]	[]	[]
1310.28	I'll I'll have my head cut off if we don't have a lounge .	IB4004.A.words.xml	have	[]	[]	[]
1377.02	Y we could put the visitor with you , Martin , but it's probably okay , let's try le let's try this .	IB4004.A.words.xml	put	[]	[]	[Martin]
1396.82	No no , we'll put a visitor place in there .	IB4004.A.words.xml	put	[]	[]	[]
1423.0	No , I I would prefer you , I think .	IB4004.A.words.xml	prefer	[]	[]	[]
1430.84	Okay , we'll put Paola and a visitor here .	IB4004.A.words.xml	put	[]	[Paola]	[]
1445.69	And then we'll we'll still have probably some way to put a second visitor here .	IB4004.A.words.xml	have	[]	[]	[]
1450.15	Vis two .	IB4004.A.words.xml	Vis	[]	[]	[]
1603.25	Let me call this visitor one , which implies that uh it will be the first one occupied by a visitor when they come .	IB4004.A.words.xml	Let	[]	[]	[]
1666.61	Yeah , so maybe in the long run we'll get a wall .	IB4004.A.words.xml	get	[]	[]	[]
1675.23	So where would we move David to Maria Da with Maria .	IB4004.A.words.xml	move	[]	[]	[David, Maria, Da, Maria]
1787.04	Yeah , well , we are almost done , Susan , but uh we we'll we'll just check the the items .	IB4004.A.words.xml	check	[]	[]	[Susan]
1796.36	Yeah , we we'll just review the items to see is we look at all the constraints and then you'll be able to say the final uh yes or no .	IB4004.A.words.xml	review	[]	[]	[]
1840.2	Yeah , that's a bit yeah , that was the point in letting David there and but okay , maybe we'll just leave it as an option .	IB4004.A.words.xml	leave	[]	[]	[David]
1872.54	So we'll know that uh that the region actually around here is probably movable .	IB4004.A.words.xml	know	[]	[]	[]
1878.85	Yeah , either , yeah , we can switch Maria or Paola or David .	IB4004.A.words.xml	switch	[]	[Paola]	[Maria, David]
1892.1	Yeah , tha tha yeah , that's why I always try to put the to separate the visitors , just to balance a little bit .	IB4004.A.words.xml	balance	[]	[]	[]
1903.44	Yeah , it will become 	IB4004.A.words.xml	become	[]	[]	[]
1945.94	Um so um we'll we'll have actually I I'll present this to , well , with the other , I'll compare it with the other one , and uh try to make a decision actually .	IB4004.A.words.xml	have	[]	[]	[]
1978.77	W we can leave it like this and then 	IB4004.A.words.xml	leave	[]	[]	[]
2028.42	Yeah , we'll we'll keep it like this .	IB4004.A.words.xml	keep	[]	[]	[]
2030.75	Um okay I , well , I'll try to to express all these constraints and uh and say in particular that the two rooms over here actually are sort of uh , well , s things could be changed over there , but on some other sides 	IB4004.A.words.xml	try	[]	[]	[]
2088.9	A as far as know I think Agnes is also taking care of a proposal so okay , yeah , I'll circulate this .	IB4004.A.words.xml	circulate	[]	[]	[Agnes]
2102.37	Okay , so maybe we'll learn some more constraints .	IB4004.A.words.xml	learn	[]	[]	[]
2110.29	Um yeah , actually as I as I told uh Martin um , well , this is the last time we meet , so uh this is , well , more or less our proposal , and uh we'll have a meeting , I think , it's uh it's in two days or something like that .	IB4004.A.words.xml	have	[two days]	[]	[Martin]
2124.32	Uh to discuss and compare with the other proposal and uh , well , make a final decision .	IB4004.A.words.xml	discuss	[]	[]	[]
